Gene_Name,Imprinting_Category
Capn9,P
Caps2,P
Capsl,P
Capzb,P
Car13,P
Car15,P
Car3,M&P
Car5a,M&P
Car5b,P
Car9,M&P
Card10,M
Card11,P
Card14,P
Card9,M&P
Carlr,P
Carmil2,M&P
Carmn,M&P
Cars2,M
Cartpt,P
Casc1,P
Cask,P
Caskin1,M
Casp12,M&P
Casp1,P
Casp4,P
Casp8,P
Casq1,P
Casq2,M&P
Casr,P
Cass4,P
Casz1,P
Catip,P
Catsper3,M&P
Catsperd,P
Catspere1,M
Catsperg1,M&P
Catsperg2,P
Cav3,M&P
Cavin4,P
Cbfb,P
Cblc,P
Cbln1,P
Cbln3,P
Cbr2,P
Cbr4,M
Cbx2,P
Cbx3,P
Cbx7,M
Cby3,P
Cc2d1a,M
Cc2d2b,M&P
Ccdc102a,P
Ccdc103,P
Ccdc105,M&P
Ccdc106,M
Ccdc110,P
Ccdc113,P
Ccdc114,P
Ccdc116,P
Ccdc120,P
Ccdc121,P
Ccdc122,M&P
Ccdc125,P
Ccdc130,M
Ccdc146,P
Ccdc150,P
Ccdc152,P
Ccdc153,P
Ccdc154,P
Ccdc158,M&P
Ccdc15,P
Ccdc160,P
Ccdc162,P
Ccdc163,M&P
Ccdc169,P
Ccdc170,P
Ccdc171,P
Ccdc172,P
Ccdc173,P
Ccdc175,P
Ccdc178,P
Ccdc180,P
Ccdc184,M
Ccdc185,P
Ccdc187,P
Ccdc188,P
Ccdc18,P
Ccdc190,M
Ccdc192,P
Ccdc194,P
Ccdc22,P
Ccdc24,P
Ccdc33,M&P
Ccdc38,P
Ccdc40,P
Ccdc42,M&P
Ccdc54,P
Ccdc60,P
Ccdc61,M&P
Ccdc62,P
Ccdc63,P
Ccdc68,P
Ccdc69,P
Ccdc71,M
Ccdc73,P
Ccdc78,P
Ccdc80,M
Ccdc81,P
Ccdc88a,M
Ccdc89,P
Ccdc8,M&P
Ccdc96,P
Ccdc9,P
Ccer2,P
Cchcr1,M
Cckar,P
Ccl11,P
Ccl12,P
Ccl21b,M
Ccl22,P
Ccl24,P
Ccl27a,M
Ccl3,P
Ccl6,M&P
Ccl9,M
Ccm2l,P
Ccn3,M
Ccn4,M&P
Ccn5,P
Ccn6,P
Ccna1,M&P
Ccna2,M&P
Ccnb1,P
Ccnb1ip1,P
Ccnb2,P
Ccnb3,P
Ccnd1,M
Ccnd3,M
Ccne1,M
Ccnf,M
Ccnl2,M
Ccno,P
Ccp110,P
Ccr10,P
Ccr1,P
Ccr2,P
Ccr3,P
Ccr5,M&P
Ccr6,P
Ccr7,P
Ccr9,P
Ccrl2,P
Ccser2,M
Cct6b,P
Cct8l1,P
Cd101,P
Cd109,P
Cd14,M
Cd163,P
Cd163l1,P
Cd164l2,M&P
Cd180,P
Cd1d1,P
Cd200,M
Cd200r1,P
Cd200r2,P
Cd209a,P
Cd209b,P
Cd209f,P
Cd209g,P
Cd226,P
Cd22,P
Cd247,P
Cd248,M
Cd274,M&P
Cd27,P
Cd28,P
Cd2,P
Cd300a,P
Cd300e,M&P
Cd300ld,P
Cd300lf,M&P
Cd300lg,P
Cd320,M
Cd33,P
Cd36,M&P
Cd37,P
Cd40,P
Cd44,M
Cd48,M&P
Cd4,P
Cd52,P
Cd55b,P
Cd59b,M&P
Cd6,P
Cd70,P
Cd72,P
Cd74,P
Cd79a,P
Cd79b,P
Cd80,P
Cd84,M&P
Cd86,P
Cd96,P
Cd99l2,P
Cda,P
Cdc20,P
Cdc20b,P
Cdc25c,P
Cdc26,P
Cdc42,P
Cdc42ep3,M
Cdc42ep5,M&P
Cdc45,P
Cdc5l,M
Cdc6,P
Cdca2,P
Cdca3,P
Cdca5,P
Cdca7,P
Cdca7l,M&P
Cdca8,P
Cdcp1,P
Cdcp3,P
Cdh12,M
Cdh13,M
Cdh15,M&P
Cdh17,P
Cdh1,P
Cdh22,M
Cdh23,M&P
Cdh26,P
Cdh8,M&P
Cdhr1,P
Cdhr2,P
Cdhr4,P
Cdiptos,P
Cdk15,P
Cdk16,P
Cdk17,M
Cdk1,P
Cdk2,P
Cdk3,P
Cdk5,M
Cdk5rap1,M
Cdk5rap2,P
Cdkl5,P
Cdkn1c,P
Cdkn2b,P
Cdkn2c,P
Cdkn2d,P
Cdkn3,P
Cdnf,M
Cdr1,P
Cdr1os,P
Cdrt4,P
Cdsn,M&P
Cdt1,P
Cdx4,P
Ceacam18,P
Ceacam1,M&P
Ceacam2,M&P
Ceacam3,P
Cebpg,M
Cel,P
Cela1,M
Celrr,P
Cenpa,P
Cenpe,P
Cenpf,P
Cenph,P
Cenpi,P
Cenpj,P
Cenpk,M&P
Cenpl,M&P
Cenpn,P
Cenpp,P
Cenpq,M
Cenps,M&P
Cenpu,M&P
Cenpw,P
Cep162,M
Cep164,P
Cep250,M
Cep295nl,P
Cep55,P
Cep63,M
Cep72,P
Cer1,P
Cerkl,P
Cers3,P
Ces1d,P
Ces5a,M&P
Cetn2,P
Cfap126,M&P
Cfap157,P
Cfap161,M&P
Cfap206,M&P
Cfap20,P
Cfap20dc,M&P
Cfap221,P
Cfap298,M
Cfap299,P
Cfap43,P
Cfap45,M
Cfap46,M&P
Cfap47,P
Cfap52,P
Cfap53,P
Cfap54,M
Cfap57,P
Cfap58,P
Cfap61,P
Cfap65,P
Cfap70,M&P
Cfap73,P
Cfap77,M&P
Cfap97d2,P
Cfap99,P
Cfb,P
Cfp,P
Cftr,P
Cga,P
Cgas,M&P
Cgn,P
Ch25h,P
Chad,P
Chaf1a,P
Chaf1b,P
Chat,P
Chd9,M
Chek1,M&P
Chek2,M&P
Chia1,P
Chic1,P
Chil5,P
Chm,P
Chmp4c,P
Chmp7,P
Chn1os3,P
Chodl,P
Chp2,P
Chpf2,M
Chrdl1,P
Chrdl2,P
Chrm3,M
Chrna10,P
Chrna1,P
Chrna1os,P
Chrna2,M&P
Chrna3,P
Chrna5,M&P
Chrna6,P
Chrnb1,P
Chrnb3,P
Chrnb4,M&P
Chrne,P
Chst14,P
Chst3,P
Chst4,P
Chst7,M&P
Chst8,M
Chsy3,M&P
Chtf18,P
Churc1,M
Cib1,M&P
Cibar2,P
Cideb,P
Cidec,P
Ciita,P
Cilp2,P
Cilp,P
Cip2a,P
Cisd2,M
Cisd3,P
Cish,M&P
Cited1,P
Ckap2,P
Ckap2l,P
Ckmt2,P
Cks1b,P
Cks2,P
Clca1,P
Clca3a1,P
Clca3a2,P
Clcf1,P
Clcn1,P
Clcn5,P
Clcn6,M
Clcn7,M
Clcnka,M&P
Clcnkb,P
Cldn10,M
Cldn14,P
Cldn15,P
Cldn19,P
Cldn1,P
Cldn20,P
Cldn22,P
Cldn23,P
Cldn24,P
Cldn2,P
Cldn34c1,P
Cldn3,P
Cldn6,P
Cldn9,P
Cldnd2,P
Clec10a,P
Clec12a,P
Clec12b,P
Clec14a,M
Clec18a,P
Clec1a,M
Clec1b,P
Clec2d,P
Clec2g,P
Clec3b,P
Clec4a1,P
Clec4a2,P
Clec4a3,P
Clec5a,P
Clec7a,P
Clec9a,P
Clgn,M
Clhc1,P
Clic3,P
Clmn,P
Clnk,P
Clrn1,P
Clrn2,P
Clspn,P
Cltrn,P
Cluap1,M
Cmah,P
Cmbl,P
Cmc2,P
Cmc4,P
Cmpk2,M
Cmss1,M
Cmtm3,P
Cmtm4,P
Cmtm7,M&P
Cmtm8,M&P
Cnbd2,M
Cndp1,P
Cnga2,P
Cnga3,P
Cnga4,P
Cngb1,P
Cngb3,P
Cnksr1,P
Cnksr2,P
Cnmd,P
Cnn1,P
Cnot1,P
Cnot7,M
Cnpy1,P
Cnr2,P
Cntd1,M&P
Cntln,P
Cntn3,M
Cntn4,M
Coa3,M
Coa4,M
Coa8,P
Coch,P
Cog8,P
Coil,M
Col10a1,P
Col11a2,M
Col13a1,P
Col14a1,P
Col17a1,P
Col18a1,P
Col1a1,P
Col20a1,M
Col22a1,P
Col24a1,P
Col26a1,P
Col27a1,P
Col28a1,P
Col2a1,P
Col3a1,P
Col4a3,P
Col4a4,P
Col4a5,P
Col4a6,P
Col5a2,M
Col5a3,P
Col6a2,P
Col6a3,P
Col6a4,M&P
Col6a5,P
Col6a6,P
Col7a1,P
Col8a1,P
Col9a1,P
Col9a2,P
Colca2,P
Colec11,M&P
Colec12,M
Colgalt2,M
Colq,P
Commd1,P
Comp,P
Copa,M
Cops9,P
Coq7,P
Coq9,P
Corin,M&P
Coro2b,M
Cort,M
Cox14,P
Cox4i2,P
Cox6a1,M&P
Cox6a2,P
Cox6b1,P
Cox7a1,P
Cox7b2,P
Cox7b,P
Cox8b,P
Cp,M
Cpa2,P
Cpa3,P
Cpa4,P
Cpa5,P
Cpa6,P
Cpb1,P
Cpb2,P
Cplane2,M&P
Cplx3,P
Cpn1,P
Cpne1,M
Cpne2,M
Cpne4,M
Cpne9,M
Cpq,P
Cps1,P
Cpsf3,M
Cpsf4l,P
Cpt1b,P
Cpt1c,M
Cptp,M
Cpvl,P
Cpz,M&P
Cr2,P
Crabp1,P
Crabp2,M&P
Cracr2a,P
Cracr2b,P
Cramp1l,M
Crb1,P
Crb3,M&P
Crbn,M
Creb3,M
Creb3l1,P
Creb3l3,P
Creb3l4,P
Crh,M&P
Crhbp,M
Crhr2,M
Crip1,M&P
Crip3,M&P
Crispld2,P
Crlf1,M
Crlf2,M
Crnde,M&P
Crocc2,P
Crtam,P
Cryaa,P
Cryab,P
Cryba1,P
Cryba2,P
Cryba4,P
Crybb1,P
Crybb3,P
Crybg1,P
Crybg2,P
Cryga,P
Crygn,M&P
Crygs,P
Cryzl2,P
Csf2rb2,P
Csf2rb,M&P
Csn1s2b,P
Csnka2ip,P
Csrp1,M
Cst3,M
Cst6,P
Cst7,P
Cstf2,P
Cstl1,P
Ct55,P
Ctcf,M&P
Ctdp1,M
Ctf1,P
Cthrc1,P
Ctla2a,M
Ctla2b,P
Ctnna3,M&P
Ctnnal1,P
Ctps2,P
Ctse,P
Ctsk,P
Ctsl,M
Ctsw,P
Ctxn3,P
Cubn,P
Cuedc1,M
Cul4b,P
Cutal,P
Cwh43,P
Cx3cl1,M&P
Cx3cr1,M
Cxcl10,P
Cxcl11,P
Cxcl13,P
Cxcl16,P
Cxcl1,P
Cxcl5,P
Cxcr4,M
Cyb561d2,M
Cyb5b,M
Cyb5r2,M&P
Cybb,P
Cybc1,M
Cybrd1,M
Cyc1,P
Cyld,M
Cym,P
Cyp11b1,P
Cyp19a1,P
Cyp1a1,P
Cyp1b1,P
Cyp21a1,P
Cyp24a1,P
Cyp26a1,P
Cyp26b1,P
Cyp26c1,P
Cyp27a1,P
Cyp27b1,P
Cyp2ab1,P
Cyp2c23,P
Cyp2d13,P
Cyp2d26,P
Cyp2d9,P
Cyp2e1,P
Cyp2f2,P
Cyp2j12,M
Cyp2j13,P
Cyp2j8,P
Cyp2r1,P
Cyp2s1,P
Cyp39a1,P
Cyp3a13,P
Cyp3a57,P
Cyp4a12b,P
Cyp4b1,P
Cyp4f13,M
Cyp4f41-ps,P
Cyp4x1os,P
Cys1,M
Cysltr1,M&P
Cysltr2,P
Cyth2,P
Cytip,P
Cytl1,P
D030028A08Rik,P
D030040B21Rik,P
D030045P18Rik,P
D030068K23Rik,P
D17H6S56E-5,P
D1Pas1,P
D230017M19Rik,P
D330023K18Rik,M
D330025C20Rik,P
D330041H03Rik,M&P
D330050G23Rik,M&P
D430019H16Rik,P
D430020J02Rik,M
D430036J16Rik,M&P
D530033B14Rik,P
D5Ertd605e,P
D5Ertd615e,P
D630013N20Rik,P
D630024D03Rik,P
D630029K05Rik,P
D630033O11Rik,M&P
D630039A03Rik,P
D630044L22Rik,P
D6Ertd527e,P
D730003I15Rik,P
D730005E14Rik,P
D730045A05Rik,P
D830030K20Rik,P
D830035M03Rik,P
D830039M14Rik,P
D830050J10Rik,P
D8Ertd738e,M
D930007P13Rik,P
D930015M05Rik,P
D930020B18Rik,P
D930048N14Rik,M&P
DQ267100,M&P
Dach1,P
Dach2,P
Dact3,M
Dalir,P
Dancr,P
Dand5,M
Dao,P
Dap,P
Dapk2,P
Dapl1,P
Daw1,P
Daxx,M
Dazl,P
Dbf4,M&P
Dbh,P
Dbhos,P
Dbi,M
Dbil5,P
Dbx1,P
Dcaf12l1,P
Dcaf12l2,P
Dcaf15,M
Dcaf17,M
Dcaf1,M
Dcaf8,M
Dcdc2b,M
Dcdc2c,P
Dcdc5,P
Dchs2,M
Dcst1,P
Dcst2,P
Dcstamp,P
Dct,P
Dctd,M
Dctn6,M
Dcx,P
Ddc,M&P
Ddias,P
Ddo,M
Ddost,M&P
Ddr2,M
Ddx11,P
Ddx19a,P
Ddx19b,P
Ddx39a,M
Ddx3x,P
Ddx3y,P
Ddx43,P
Ddx4,P
Ddx60,P
Dedd2,P
Dedd,M
Def6,P
Defb10,P
Defb11,M&P
Defb1,P
Defb9,P
Dennd1c,P
Dennd2c,P
Dennd2d,P
Dennd3,P
Dennd4c,P
Dennd6b,M
Depdc1a,P
Depdc1b,P
Depdc7,P
Depp1,M&P
Derl3,P
Des,M&P
Deup1,P
Dffa,M
Dgat2l6,P
Dgke,M
Dgkeos,P
Dgkk,P
Dhh,P
Dhps,M
Dhrs13os,P
Dhrs2,P
Dhrs3,M
Dhrs4,M
Dhrs7,M
Dhrs7c,M&P
Dhrs9,P
Dhx34,M
Dhx58,P
Diaph2,P
Diaph3,P
Dicer1,P
Dio3,P
Dio3os,P
Dip2c,M
Dipk2b,P
Dis3,P
Disc1,M&P
Dkc1,P
Dkk2,P
Dkkl1,P
Dlc1,M
Dlg3,P
Dlgap5,P
Dlk1,M&P
Dll3,P
Dll4,P
Dlx1,M
Dlx1as,M
Dlx2,M
Dlx3,P
Dlx4,P
Dlx4os,P
Dlx5,M&P
Dlx6,P
Dlx6os2,P
Dmac1,P
Dmbt1,P
Dmbx1,P
Dmc1,P
Dmd,P
Dmgdh,M&P
Dmkn,P
Dmp1,M
Dmpk,M
Dmrt2,M&P
Dmrt3,P
Dmrta1,P
Dmrta2,P
Dmrtb1,P
Dmrtc1a,P
Dmwd,M&P
Dna2,P
Dnaaf3,P
Dnaaf6b,P
Dnah10,M&P
Dnah11,P
Dnah12,P
Dnah14,P
Dnah17,P
Dnah2,P
Dnah3,P
Dnah7a,M&P
Dnah7b,M&P
Dnah7c,P
Dnah8,M&P
Dnaic2,P
Dnaja2,M
Dnajb13,M&P
Dnajb3,P
Dnajb5,M
Dnajc15,P
Dnajc22,P
Dnajc25,P
Dnajc3,M
Dnajc5b,P
Dnajc9,P
Dnase1,P
Dnase1l1,P
Dnase1l2,M&P
Dnase1l3,P
Dnase2a,P
Dnd1,P
Dnm3os,P
Dnmt3b,P
Dnmt3l,M&P
Dnph1,M
Dntt,P
Dnttip2,M
Doc2g,P
Dock11,P
Dock2,M
Dock3,M
Dok2,P
Dpagt1,P
Dpep1,P
Dpm3,P
Dpp4,P
Dppa2,P
Dppa5a,P
Dpt,P
Dpy19l2,P
Dpy30,P
Dpys,P
Dqx1,P
Dram1,P
Draxin,P
Drd2,P
Drd3,P
Drp2,P
Dsc1,P
Dsc2,P
Dsc3,P
Dscc1,P
Dsg1a,P
Dsg1c,P
Dsg2,M&P
Dsp,P
Dspp,P
Dstn,P
Dtd1,M
Dtd2,P
Dthd1,P
Dtl,P
Dtx2,M
Duox1,P
Duox2,P
Dupd1,P
Dusp12,M
Dusp13,P
Dusp14,M&P
Dusp23,M
Dusp27,P
Dusp2,P
Dusp4,M
Dusp7,M
Dusp9,P
Dvl1,M
Dxo,P
Dydc2,M&P
Dynap,P
Dync1i2,M
Dynll2,M
Dynlrb1,M
Dynlt1a,M&P
Dynlt1b,P
Dynlt1f,M&P
Dynlt3,M
Dyrk4,P
Dytn,P
Dzank1,P
E030013I19Rik,P
E030018B13Rik,P
E030024N20Rik,P
E130006D01Rik,M&P
E130008D07Rik,M&P
E130018N17Rik,P
E130112N10Rik,P
E130114P18Rik,P
E130119H09Rik,P
E130201H02Rik,P
E130215H24Rik,M&P
E130218I03Rik,P
E130304I02Rik,P
E130308A19Rik,P
E130310I04Rik,P
E230013L22Rik,P
E230016K23Rik,P
E230016M11Rik,P
E230025N22Rik,P
E230029C05Rik,M
E2f2,P
E2f6,M
E2f7,P
E2f8,P
E330011O21Rik,P
E330013P04Rik,P
E330034G19Rik,P
E430016F16Rik,P
E4f1,M
E530001F21Rik,P
Eaf2,P
Ebf2,P
Ebf3,P
Ebi3,P
Ebp,P
Ecel1,P
Echdc3,P
Eci1,M
Eci3,M&P
Ecpas,P
Ecrg4,P
Ecscr,P
Ecsit,M
Ect2,P
Ect2l,P
Eda2r,P
Eda,P
Edar,P
Edaradd,P
Edem2,M
Edem3,M
Edn1,P
Eef1akmt3,P
Eef1akmt4,P
Efcab10,P
Efcab11,P
Efcab12,P
Efcab15,M&P
Efcab3,P
Efcab5,P
Efcab6,P
Efcab7,M&P
Efcab8,M&P
Efcab9,P
Efhb,P
Efhc1,P
Efhc2,P
Efna4,P
Efnb1,P
Egf,M&P
Egfl6,P
Egfl8,M&P
Egr2,P
Ehd1,M
Ehd3,P
Ehf,P
Eid3,P
Eif1ax,P
Eif2s2,M
Eif2s3x,P
Eif3e,P
Eif3m,M
Eif4a3l1,P
Eif4ebp3,M
Eif4g3,M
Eif5a,M&P
Eif6,M
Eipr1,M
Elac1,M
Eldr,P
Elf3,P
Elf4,P
Elf5,M&P
Elk1,P
Elk3,M
Ell3,P
Elmod2,M
Elob,M
Elovl1,M
Elovl4,M
Elp1,P
Emd,P
Eme1,P
Eme2,M
Emilin1,P
Emilin2,P
Emilin3,P
Eml6,M
Emp1,M&P
Emp3,P
En1,P
En2,P
Endou,P
Eno1b,P
Eno3,P
Enox2,P
Enpep,P
Enpp1,M
Enpp3,P
Entpd3,M
Entpd4,P
Eola1,P
Eomes,P
Epb41l1,M
Epb41l4b,P
Epcam,P
Epdr1,M
Epg5,M
Epgn,P
Epha1,P
Epha2,P
Ephb2,P
Ephx3,P
Epn3,M&P
Epor,P
Eppk1,M&P
Eprn,P
Eprs,P
Eps8l1,M&P
Eps8l3,P
Epsti1,P
Epx,P
Epyc,P
Eqtn,P
Ercc1,P
Ercc6l,P
Erf,P
Erfe,P
Ergic3,M
Eri1,M
Erich2,M&P
Erich4,P
Erich5,M&P
Ermap,P
Ern2,P
Erp27,P
Erv3,P
Esco2,P
Esm1,P
Espl1,M&P
Espn,P
Espnl,P
Esr2,P
Esrp1,P
Esyt2,M
Esyt3,P
Etaa1os,M&P
Ethe1,M
Etnk2,M&P
Etnppl,M
Etohd2,P
Etv3,M
Etv3l,P
Etv6,P
Eva1b,M&P
Eva1c,M&P
Evi5l,P
Evpl,P
Evx1,P
Evx1os,P
Exd1,P
Exo1,P
Exoc3l2,P
Exoc3l4,M&P
Exosc10,M
Eya2,M&P
Ezhip,P
Ezr,M
F11,P
F11r,M
F12,P
F13a1,P
F2,P
F2r,M
F2rl1,P
F2rl2,P
F2rl3,P
F420014N23Rik,M&P
F5,P
F630028O10Rik,P
F630040K05Rik,P
F630042J09Rik,M&P
F730035M05Rik,P
F7,P
F830010H11Rik,P
F830045P16Rik,P
F830208F22Rik,P
F8,P
F8a,P
F930015N05Rik,P
F9,P
Fads2,M
Fads2b,M&P
Fads3,M
Fahd1,P
Fam110c,P
Fam111a,P
Fam120c,P
Fam124b,P
Fam126a,M
Fam131c,M&P
Fam151a,P
Fam166a,P
Fam166b,M&P
Fam166c,P
Fam167b,P
Fam169b,P
Fam174c,P
Fam178b,P
Fam180a,M&P
Fam181a,P
Fam186b,P
Fam187a,P
Fam187b,P
Fam199x,P
Fam210b,M
Fam216b,P
Fam217a,M&P
Fam219aos,P
Fam221a,P
Fam221b,P
Fam227b,P
Fam228a,P
Fam229a,P
Fam24b,P
Fam3a,P
Fam47e,M&P
Fam50a,P
Fam71d,P
Fam71e1,M
Fam71f2,P
Fam72a,M
Fam78a,P
Fam81b,P
Fam83b,P
Fam83d,M&P
Fam83e,P
Fam83f,P
Fam83g,P
Fam89a,P
Fam90a1b,P
Fanca,P
Fancb,P
Fancd2,P
Fancd2os,P
Fancg,P
Fanci,M&P
Fank1,P
Fap,P
Farsa,M
Fas,P
Fasl,P
Fastk,M
Fat2,P
Fblim1,P
Fbln7,P
Fbp1,P
Fbxl12os,P
Fbxl13,P
Fbxl22,P
Fbxo15,P
Fbxo17,P
Fbxo24,P
Fbxo2,M
Fbxo36,P
Fbxo40,P
Fbxo43,P
Fbxo46,M
Fbxo47,P
Fbxo48,P
Fbxo5,P
Fbxo6,M
Fbxw10,M&P
Fbxw11,M
Fbxw9,M
Fcer1g,M
Fcgr1,M
Fcgr2b,M
Fcgr3,M
Fcgr4,P
Fcmr,P
Fcna,P
Fcnb,P
Fcor,P
Fcrl1,P
Fcrl6,P
Fcrlb,M&P
Fcrls,M
Fdx1,M
Fdxacb1,P
Fdxr,M
Fem1al,P
Fendrr,P
Fer1l5,P
Fer1l6,P
Ferd3l,P
Fermt1,P
Fetub,P
Fezf1,P
Fezf2,M
Ffar4,P
Fgb,P
Fgd1,P
Fgd2,M&P
Fgd6,M
Fgf13,P
Fgf16,P
Fgf17,P
Fgf18,M&P
Fgf22,P
Fgf23,P
Fgf7,P
Fgfbp1,P
Fgfbp3,P
Fgfr4,P
Fgg,P
Fgl1,P
Fgl2,M&P
Fgr,P
Fhit,M&P
Fhl1,P
Fhl3,P
Fhl4,M&P
Fhl5,P
Fign,M&P
Fignl1,P
Fignl2,P
Filip1l,P
Firre,P
Fkbp11,M&P
Fkbp15,P
Fkbp6,P
Fkbp7,P
Fkbp9,M
Fkbpl,M
Flacc1,P
Flicr,P
Flna,P
Flnc,P
Flt3l,P
Flywch1,M
Flywch2,M
Fmn2,M
Fmo2,M&P
Fmo4,P
Fmr1,P
Fmr1nb,P
Fmr1os,P
Fndc11,P
Fndc3a,P
Fndc7,P
Fndc9,P
Focad,P
Folr1,P
Folr2,P
Fosb,P
Fosl1,P
Foxb1,P
Foxb2,P
Foxc2,P
Foxd1,P
Foxd2,P
Foxd2os,P
Foxd4,P
Foxe1,P
Foxf1,P
Foxi1,P
Foxi2,P
Foxl2,P
Foxl2os,P
Foxm1,M&P
Foxn1,P
Foxn2,M
Foxo4,P
Foxo6os,P
Foxp2,P
Foxp3,P
Foxp4,M
Foxr2,P
Foxs1,P
Fpr2,P
Frem1,P
Frem3,P
Frg1,M
Frk,P
Frmd3,P
Frmd7,P
Frmpd1os,P
Frmpd3,P
Frmpd4,P
Frrs1,M&P
Frrs1l,P
Frs3,M
Frs3os,P
Fsbp,P
Fscn2,P
Fsd2,P
Fsip1,P
Fst,P
Fstl3,P
Fto,M
Ftsj1,P
Ftx,P
Fuca1,M&P
Fundc1,P
Fundc2,P
Furin,M
Fut2,P
Fut4,P
Fut7,P
Fv1,M
Fxn,M
Fxyd1,P
Fxyd2,P
Fxyd3,M&P
Fxyd5,M
Fxyd6,P
Fxyd7,M&P
Fyb,P
Fzd10,P
Fzd10os,M&P
Fzd5,P
G430095P16Rik,P
G530011O06Rik,M&P
G630016G05Rik,P
G630025P09Rik,M&P
G630093K05Rik,P
G6pc,P
G6pdx,P
G730013B05Rik,P
Gab3,P
Gabarap,P
Gabarapl2,P
Gabra3,P
Gabra6,P
Gabre,P
Gabrp,P
Gabrq,P
Gabrr1,P
Gabrr2,P
Gabrr3,P
Gad1os,P
Gadd45gip1,M
Gadl1,P
Gal3st2b,M&P
Gal3st2c,P
Gal,P
Galc,M
Gale,P
Galnt12,P
Galnt15,M&P
Galnt5,P
Galntl5,P
Galr1,M&P
Galr2,P
Galr3,P
Galt,M
Gapdhs,P
Gapt,P
Gar1,P
Gas2l2,P
Gas2l3,P
Gas5,M
Gata2,P
Gata3,P
Gata6,P
Gba2,M
Gbgt1,P
Gbp10,M&P
Gbp11,P
Gbp2,P
Gbp2b,P
Gbp3,M&P
Gbp4,M&P
Gbp5,P
Gbp6,M&P
Gbp7,P
Gbp8,P
Gbp9,M&P
Gbx1,P
Gbx2,P
Gca,M
Gcdh,M
Gcgr,P
Gch1,P
Gchfr,P
Gck,M&P
Gckr,P
Gcnt1,M&P
Gcsh,P
Gdap10,P
Gdf10,M
Gdf15,P
Gdf5,P
Gdf6,P
Gdf7,P
Gdf9,M&P
Gdi1,P
Gdnf,P
Gdpd2,P
Gdpd3,P
Gdpgp1,M
Gem,P
Gemin7,P
Gemin8,P
Gen1,P
Get3,M
Gfer,M
Gfod2,P
Gfra2,M&P
Gfral,P
Gfy,P
Ggh,M
Ggn,P
Ggnbp1,M&P
Ggt1,P
Ggt6,P
Ggt7,M
Gh,P
Ghrh,P
Ghrhr,P
Gimap1,P
Gimap3,P
Gimap4,P
Gimap5,P
Gimap6,M
Gimap7,P
Gimap8,P
Gimap9,P
Gins1,P
Gins2,P
Gins3,P
Gipc1,M
Gipc2,P
Gipc3,P
Gipr,P
Gja3,P
Gja5,P
Gja6,P
Gjb1,M&P
Gjb3,P
Gjb4,P
Gjc1,M
Gjd3,P
Gk5,P
Gk,P
Gkap1,P
Gkn1,P
Gla,P
Glb1l2,P
Glb1l3,P
Glcci1,M
Gli1,M&P
Glipr1,P
Glipr1l1,P
Glipr1l3,P
Glipr2,P
Glis1,P
Glod4,M
Glod5,P
Glp1r,M&P
Glp2r,P
Glra1,P
Glra2,M&P
Glra3,P
Glra4,P
Glrp1,P
Glrx5,P
Glt28d2,P
Glt8d2,M
Gltpd2,P
Glyat,P
Glycam1,P
Glyctk,M
Gm10007,P
Gm10030,P
Gm10037,M&P
Gm10046,M&P
Gm10052,P
Gm10069,P
Gm10130,M
Gm10190,M&P
Gm10220,P
Gm10244,P
Gm10248,P
Gm10336,M
Gm10364,P
Gm10373,P
Gm10390,P
Gm10406,P
Gm10421,P
Gm10432,M
Gm10433,P
Gm10440,P
Gm10451,P
Gm10494,P
Gm10499,M&P
Gm10532,P
Gm10536,P
Gm10548,P
Gm10549,P
Gm10575,P
Gm10584,P
Gm10634,P
Gm10635,P
Gm10638,P
Gm10639,P
Gm10640,P
Gm10644,M&P
Gm10653,P
Gm10654,P
Gm10658,P
Gm10677,P
Gm10687,P
Gm1070,P
Gm10710,P
Gm10714,P
Gm10767,M&P
Gm10768,P
Gm10778,P
Gm10785,P
Gm10789,P
Gm10790,P
Gm10814,P
Gm10858,P
Gm10863,P
Gm10865,P
Gm10941,P
Gm1110,P
Gm11110,P
Gm11127,P
Gm11149,P
Gm11190,P
Gm11201,P
Gm11210,P
Gm1123,P
Gm11266,P
Gm11335,P
Gm11346,P
Gm11413,P
Gm1141,P
Gm11423,P
Gm11454,P
Gm11468,P
Gm11478,M&P
Gm11517,P
Gm11520,P
Gm11532,P
Gm11541,P
Gm11627,P
Gm11650,M&P
Gm11651,P
Gm11681,P
Gm11694,P
Gm11696,M&P
Gm11716,P
Gm11728,M&P
Gm11732,P
Gm11733,P
Gm11734,P
Gm11747,P
Gm11762,P
Gm11827,P
Gm11837,P
Gm11963,P
Gm11967,P
Gm11992,P
Gm12070,P
Gm12111,P
Gm12130,P
Gm12185,P
Gm12191,P
Gm12248,P
Gm12250,P
Gm12290,P
Gm12296,M&P
Gm12326,P
Gm12338,P
Gm12339,P
Gm12348,P
Gm12359,P
Gm12371,P
Gm12374,P
Gm12408,P
Gm12500,P
Gm12522,P
Gm12530,P
Gm12532,P
Gm12592,P
Gm12610,P
Gm12669,P
Gm12695,P
Gm12708,P
Gm12709,P
Gm12758,M&P
Gm12764,P
Gm12784,P
Gm12841,P
Gm12866,P
Gm12867,P
Gm128,P
Gm12915,P
Gm12925,P
Gm12974,P
Gm12992,P
Gm13031,M&P
Gm13112,M&P
Gm13133,P
Gm13199,P
Gm13205,M
Gm13212,P
Gm13266,P
Gm13293,M
