Gene_Name,Imprinting_Category
Maob,P
Map1lc3a,M&P
Map2k3os,P
Map3k15,P
Map3k6,P
Map3k7,M
Map3k7cl,P
Map3k8,P
Map4k1,P
Map7d2,P
Map7d3,P
Mapk12,M&P
Mapk13,P
Mapk15,M&P
Mapk7,P
Mapk8ip3,M
Mapkapk3,M&P
Marchf10,P
Marveld2,M&P
Marveld3,P
Masp2,P
Mast1,M
Mastl,P
Matn1,P
Maz,P
Mb,P
Mbnl3,P
Mboat1,P
Mboat2,M
Mboat4,P
Mbtps1,M&P
Mbtps2,P
Mc1r,P
Mc3r,P
Mc4r,M
Mc5r,P
Mcam,P
Mccc1os,M&P
Mcee,M
Mcf2,P
Mcfd2,M
Mcidas,P
Mcm10,P
Mcm3,P
Mcm5,P
Mcm6,M
Mcm8,P
Mcoln1,P
Mcoln3,P
Mctp2,P
Mcts1,P
Mcts2,M
Mdfi,P
Mdh1b,M&P
Mdrl,P
Me2,M
Mea1,M
Mecom,P
Mecp2,P
Med12,P
Med14,P
Med20,M
Med21,P
Med23,M
Med8,M
Med9os,M&P
Meg3,M&P
Megf9,P
Mei1,P
Mei4,M&P
Meig1,P
Meioc,P
Meis1,P
Meis3,M
Melk,P
Meltf,P
Memo1,P
Meox1,P
Meox2,P
Mep1a,P
Mesp1,P
Mesp2,M&P
Mest,M
Met,P
Metap1d,M
Metap2,M
Mettl11b,P
Mettl21c,P
Mettl21e,P
Mettl24,P
Mettl7a2,P
Mettl7a3,P
Mettl8,M
Mex3c,M
Mexis,P
Mfap2,P
Mfap4,M&P
Mfap5,P
Mfhas1,M
Mfn2,M
Mfng,M&P
Mfsd13b,P
Mfsd2b,P
Mfsd4b1,P
Mfsd4b2,P
Mfsd4b3-ps,P
Mfsd4b5,P
Mfsd6l,P
Mfsd7a,M&P
Mgam,P
Mgat4e,P
Mgl2,P
Mgme1,P
Mgmt,M&P
Mgp,M
Mgst2,P
Mhrt,P
Micall2,M
Micos13,P
Micu3,M
Mid1ip1,P
Mid2,P
Mief1,M
Mien1,P
Mif,P
Miip,M
Mill2,P
Milr1,P
Mios,P
Mir100hg,M
Mir1190,P
Mir1191b,P
Mir1197,M&P
Mir12184,P
Mir124a-2,M&P
Mir16-1,P
Mir17hg,P
Mir1929,P
Mir1932,P
Mir1934,P
Mir1942,P
Mir1947,P
Mir1964,M&P
Mir24-2,P
Mir301,P
Mir3058,P
Mir3060,P
Mir3061,P
Mir3066,P
Mir3080,P
Mir3085,P
Mir3089,P
Mir338,M&P
Mir344i,P
Mir3473e,P
Mir374b,P
Mir3967,P
Mir453,M&P
Mir466q,P
Mir5103,P
Mir5112,P
Mir5119,P
Mir5623,P
Mir6236,P
Mir6336,P
Mir6371,P
Mir6374,P
Mir6403,P
Mir6417,P
Mir6538,P
Mir6541,P
Mir654,M&P
Mir669i,P
Mir669k,P
Mir673,P
Mir677,P
Mir681,P
Mir684-1,M
Mir6904,M
Mir6907,P
Mir690,P
Mir6913,P
Mir6975,P
Mir697,P
Mir7013,P
Mir7042,P
Mir7061,P
Mir709,M&P
Mir7212,P
Mir721,P
Mir7237,P
Mir764,P
Mir7682,P
Mir7b,P
Mir8095,P
Mir8109,P
Mir876,P
Mir882,P
Mirg,M&P
Mirt1,P
Mis18bp1,P
Misp3,P
Misp,P
Mki67,P
Mkks,M
Mkrn3,P
Mks1,M
Mlf1,P
Mlh1,P
Mllt3,P
Mlph,P
Mlst8,M
Mlxipl,P
Mm2pr,M
Mmel1,P
Mmgt1,P
Mmp11,P
Mmp19,P
Mmp21,P
Mmp23,P
Mmp24,M
Mmp25,P
Mmp28,M&P
Mmp2,P
Mmp9,P
Mmrn1,P
Mmrn2,P
Mms22l,P
Mmut,M
Mnat1,M
Mnd1,P
Mndal,M&P
Mns1,P
Mocos,P
Mogat1,P
Morc1,P
Morc2b,M&P
Morc4,P
Morf4l1-ps1,M
Morf4l1b,P
Morf4l2,P
Morn3,P
Morn5,P
Morrbid,P
Mos,P
Mospd1,P
Mospd2,P
Mospd4,P
Mov10l1,P
Moxd1,M
Mpig6b,P
Mpl,P
Mpo,P
Mpp1,P
Mpzl2,P
Mpzl3,P
Mrap2,M
Mrap,P
Mrgprf,P
Mrgprh,P
Mri1,M
Mrln,P
Mrm3,M
Mro,M
Mroh2a,P
Mroh3,M&P
Mroh4,P
Mroh5,P
Mroh6,P
Mroh7,P
Mroh8,P
Mrpl14,M
Mrpl18,P
Mrpl20,M
Mrpl32,P
Mrpl3,M
Mrpl52,P
Mrpl55,M
Mrps10,M
Mrps18b,P
Mrps21,M
Mrps23,M
Mrps27,M
Mrps36,M
Mrvi1,P
Ms4a4a,P
Ms4a4c,P
Ms4a6b,P
Ms4a6c,M&P
Ms4a6d,P
Ms4a7,P
Msantd1,M&P
Msc,M&P
Msgn1,P
Msh4,P
Msh5,P
Msi1,M
Msi2,M
Msl2,M
Msl3,P
Msln,M&P
Msmp,P
Msn,P
Msr1,P
Msrb1,M
Mss51,M&P
Mst1r,P
Mstn,P
Msx1os,P
Msx2,P
Msx3,P
Mtarc1,P
Mtarc2,M
Mtbp,P
Mtcp1,P
Mterf1a,P
Mterf1b,P
Mtfr2,P
Mthfs,M
Mtif2,M
Mtln,P
Mtm1,P
Mtmr14,M
Mtmr1,P
Mtmr7,M
Mtor,M
Mtr,M
Mttp,P
Mtus1,M
Muc15,P
Muc16,P
Muc1,P
Muc2,P
Mup3,P
Mup5,P
Musk,P
Mustn1,M&P
Mutyh,P
Mx1,P
Mx2,P
Mxd3,P
Mxra8,M
Myadml2,P
Myb,P
Mybl1,P
Mybl2,P
Mybpc1,P
Mybpc2,P
Mybpc3,P
Mybph,P
Mybphl,M&P
Myc,P
Mycbpap,P
Myct1,P
Myh13,P
Myh1,P
Myh2,P
Myh3,M&P
Myh4,P
Myh6,P
Myh7b,M&P
Myh8,M&P
Myhas,P
Myl12a,M
Myl1,M&P
Myl2,P
Myl4,M
Mylk2,P
Mylk3,M&P
Mylk4,P
Mylpf,P
Mymk,P
Myo15,P
Myo15b,P
Myo18b,P
Myo1a,P
Myo1f,M&P
Myo1g,P
Myo1h,P
Myo3a,M&P
Myo3b,M&P
Myo5c,P
Myo6,M
Myo7b,P
Myoc,P
Myocd,P
Myod1,P
Myog,P
Myom1,P
Myom2,P
Myom3,P
Myorg,M
Myoz1,P
Myoz2,P
Mypn,M&P
Mypop,P
Myrfl,P
Myt1l,M
Myzap,P
Mzb1,P
Naa10,P
Naa11,P
Naa80,M
Naalad2,P
Naaladl1,P
Naaladl2,P
Nacc1,M
Nae1,P
Naf1,M
Nagk,M
Nags,P
Naip1,P
Naip2,P
Naip5,P
Naip6,P
Nanog,P
Nanos3,M&P
Nanp,M&P
Nap1l2,P
Nap1l3,P
Nap1l5,M
Nat1,P
Nat2,P
Nat8,P
Nat8f1,M
Nat8f2,M&P
Nat8f3,P
Nat8f5,M&P
Nat8f6,P
Nat8f7,P
Nav1,M
Nbdy,P
Ncapg2,M
Ncapg,M&P
Ncaph,P
Nccrp1,P
Ncf2,M&P
Ncf4,P
Ncmap,P
Ncoa6,M
Ncstn,M
Ndc80,P
Ndfip1,M
Ndn,M
Ndp,P
Ndrg4,P
Ndufa12,M
Ndufa1,P
Ndufa3,M
Ndufa6,M
Ndufa8,M
Ndufb10,M
Ndufb11,P
Ndufb1,M
Ndufb7,M
Ndufs2,M
Ndufs5-ps,P
Ndufs5,M
Neb,P
Nectin1,M
Nectin2,P
Nectin4,M
Nedd1,M
Nedd8,P
Nefm,M&P
Neil2,P
Neil3,P
Nek10,P
Nek11,M
Nek2,P
Nek5,P
Nek8,P
Nelfe,M&P
Nemp1,M&P
Neu2,P
Neurl1b,M
Neurl2,P
Neurl3,P
Neurod4,P
Neurod6,M
Neurog2,M&P
Nexmif,P
Nexn,P
Nfam1,P
Nfat5,P
Nfatc3,P
Nfatc4,M&P
Nfib,P
Nfix,M
Nfkb2,P
Nfkbid,M&P
Nfkbie,M
Nfs1,M
Nfu1,M
Nfya,M
Ngb,P
Ngdn,M
Ngf,P
Ngfr,P
Ngp,P
Nhej1,P
Nhlh1,M&P
Nhlh2,P
Nhlrc4,P
Nhp2,M&P
Nhs,P
Nhsl2,P
Niban1,M&P
Niban3,M
Nid2,P
Ninj2,P
Nip7,P
Nipal2,M&P
Nit1,M
Nkap,P
Nkapl,P
Nkd1,M
Nkpd1,P
Nkrf,P
Nkx2-1,M&P
Nkx2-2os,P
Nkx2-9,P
Nkx3-1,P
Nkx6-1,P
Nkx6-2,P
Nle1,M
Nlgn3,P
Nlrc3,P
Nlrc4,P
Nlrc5,P
Nlrp10,P
Nlrp12,P
Nlrp1a,P
Nlrp1b,P
Nlrp1c-ps,P
Nlrp3,P
Nlrp4f,P
Nlrp5-ps,M&P
Nlrp6,P
Nlrx1,P
Nmb,M
Nmbr,M
Nme4,P
Nme6,M
Nme9,P
Nmnat2,M
Nmnat3,P
Nmrk2,P
Nmur1,P
Nmur2,P
Nnat,M
Nnmt,M&P
Nnt,M&P
Nobox,P
Nod2,P
Nodal,P
Nog,M
Nol10,M
Nol12,M
Nol3,P
Nomo1,P
Nono,P
Nop2,M
Norad,P
Nos1ap,M
Nos2,P
Nos3,M
Notum,P
Nova1,M
Nox4,P
Noxo1,M&P
Noxred1,P
Npb,M&P
Npbwr1,P
Npc1,P
Npc1l1,P
Npff,P
Npffr2,P
Nphs1,M&P
Nphs1os,M&P
Nphs2,P
Npl,P
Npm1,M
Npm2,P
Npm3-ps1,P
Npnt,P
Nppa,P
Nprl2,M
Npsr1,M
Npw,P
Npy6r,P
Nqo1,P
Nr0b1,P
Nr1h3,M
Nr1h4,P
Nr1i2,P
Nr1i3,P
Nr2c1,M
Nr5a2,P
Nradd,P
Nrap,P
Nrg4,P
Nrip3,M
Nrk,P
Nrl,M&P
Nrm,P
Nron,P
Nrp,P
Nrtn,P
Nsdhl,P
Nsl1,P
Nsun3,P
Nsun6,M
Nt5c,M
Nt5dc3,M
Ntf3,P
Ntf5,P
Nthl1,M
Ntn3,M
Ntn4,M
Ntn5,P
Ntrk1,P
Nts,P
Ntsr1,P
Ntsr2,M
Nuak2,P
Nub1,M
Nubpl,P
Nucb2,M
Nudt10,P
Nudt11,P
Nudt13,P
Nudt16,M
Nudt18,P
Nudt1,P
Nudt21,P
Nudt2,M
Nuf2,M
Nup210l,P
Nup35,M
Nup43,M
Nup62cl,P
Nup93,M
Nupl2,M
Nupr1,P
Nupr1l,P
Nusap1,P
Nxf2,P
Nxf7,P
Nxnl1,P
Nxnl2,P
Nxpe2,P
Nxpe4,M
Nxpe5,M&P
Nxph2,P
Nxph3,P
Nxph4,P
Nxt2,P
Nyx,P
Oacyl,M&P
Oard1,M
Oas1a,P
Oas1b,P
Oas1c,P
Oas1d,M&P
Oas2,P
Oas3,P
Oasl2,M&P
Obi1,P
Obp2b,P
Obscn,M&P
Oc90,P
Oca2,P
Ocln,M
Ocrl,P
Ocstamp,P
Odaph,P
Odc1,M
Odf3l1,P
Odf3l2,P
Odf4,P
Odr4,M
Ofd1,P
Ogfod1,M
Ogg1,M
Ogn,M
Ogt,P
Oip5,P
Oit3,P
Olah,P
Olfm4,P
Olfm5,P
Olfml2a,P
Olfml2b,M
Olfr12,P
Olfr1342,P
Olfr1344,P
Olfr1372-ps1,P
Olfr1393,P
Olfr1507,P
Olfr1508,P
Olfr153,P
Olfr1564,P
Olfr206,P
Olfr267,P
Olfr283,P
Olfr287,P
Olfr288,P
Olfr316,P
Olfr317,P
Olfr46,P
Olfr535,P
Olfr539,P
Olfr53,P
Olfr550,M
Olfr552,M&P
Olfr554,P
Olfr555,P
Olfr556,P
Olfr557,P
Olfr558,P
Olfr561,P
Olfr564,M&P
Olfr570,P
Olfr574,P
Olfr61,P
Olfr658,P
Olfr690,P
Olfr78,P
Olfr905,M&P
Olfr906,P
Olfr907,P
Olfr920,P
Olfr974,P
Olig3,P
Olr1,P
Omd,P
Omp,P
Onecut1,P
Ooep,P
Ophn1,P
Opn1mw,P
Opn1sw,P
Opn4,P
Oprk1,P
Optc,P
Orc1,P
Orc6,M
Orm3,P
Osbpl10,M
Oscar,P
Osgin1,P
Osm,P
Osr2,P
Ost4,P
Ostc,P
Ostn,P
Otoa,P
Otof,M&P
Otog,P
Otogl,P
Otop1,P
Otop2,P
Otop3,P
Otos,P
Otp,P
Otud5,P
Otx1,M
Otx2,P
Otx2os1,M&P
Ovgp1,P
Ovol2,P
Oxct2b,P
Oxgr1,P
Oxt,M&P
Oxtr,P
P2rx1,P
P2rx2,P
P2rx5,P
P2rx6,P
P2ry10b,P
P2ry14,P
P2ry2,P
P2ry4,P
Pabpc1,M&P
Pabpc1l,P
Pabpc4l,P
Pabpc5,P
Pabpn1l,P
Pacrg,P
Padi4,M&P
Padi6,P
Pah,P
Pak3,P
Pakap,P
Palb2,P
Palm3,M
Panct2,P
Pank1,M
Paox,P
Papln,P
Papola,P
Papolb,P
Pappa2,P
Pappa,P
Paqr4,M
Pard6b,M
Park7,M
Parp10,P
Parp14,P
Parp3,M
Parpbp,P
Parvaos,P
Pask,P
Pate13,P
Pate2,P
Paupar,P
Pawr,M
Pax2,P
Pax5,P
Pax6os1,P
Pax7,P
Pbdc1,P
Pbk,P
Pbld1,P
Pbld2,M
Pbp2,P
Pbx1,M
Pbx2,M
Pcare,P
Pcbp1,P
Pcbp4,M
Pcdh11x,P
Pcdh12,M&P
Pcdh19,P
Pcdh9,P
Pcdhb1,P
Pcdhb4,M
Pcdhb5,M
Pcdhb6,M
Pcdhb8,M&P
Pcgf1,M
Pclaf,P
Pcm1,M
Pcolce,M
Pcp2,P
Pcp4l1,M
Pcsk1n,P
Pcsk2,M
Pcsk2os1,M
Pcsk2os2,P
Pcsk4,P
Pcsk9,P
Pctp,M&P
Pcyt1b,P
Pdcd1lg2,P
Pdcl2,P
Pde4c,P
Pde6a,P
Pde6b,P
Pde6c,P
Pde6d,M&P
Pde6g,P
Pde6h,P
Pdf,P
Pdgfb,M
Pdgfrl,M&P
Pdha1,P
Pdia2,P
Pdia5,P
Pdia6,M
Pdk1,M
Pdk3,P
Pdlim2,P
Pdlim3,P
Pdpk1,M
Pdpn,M
Pdxk-ps,P
Pdzd11,P
Pdzd3,P
Pdzd4,P
Pdzd7,P
Pdzd9,P
Pdzk1,P
Pdzk1ip1,P
Pea15a,M
Pear1,M
Pebp4,P
Pecr,M
Peg10,M
Peg12,P
Peg13,M
Peg3,M
Peg3os,P
Peli2,M
Pemt,M
Pepd,M
Percc1,P
Perm1,M&P
Perp,M
Pet100,P
Pex11g,P
Pex14,M
Pex19,M
Pf4,P
Pfdn2,M
Pfdn5,M
Pfdn6,M
Pfkfb1,P
Pgk1,P
Pglyrp1,P
Pgm1,M
Pgp,M
Pgpep1l,P
Pgr15l,P
Pgrmc1,P
Phb2,M
Pheta2,P
Phex,P
Phf11b,P
Phf11c,P
Phf11d,P
Phf19,P
Phf20,M
Phf5a,M&P
Phf6,P
Phf7,P
Phf8,P
Phip,M
Phka1,P
Phka2,P
Phlda3,M
Phldb1,M
Phldb3,P
Phlpp2,P
Phxr4,P
Phyh,M
Pi15,P
Pi16,M&P
Pi4k2b,P
Pidd1,P
Piezo2,P
Pif1,P
Pifo,P
Piga,P
Pigf,M
Pigm,M
Pigu,M
Pigv,M
Pigyl,M
Pih1d2,P
Pik3c2g,P
Pik3r4,M
Pik3r5,P
Pik3r6,P
Pilra,P
Pim1,M&P
Pim2,P
Pimreg,P
Pin4,P
Pink1,P
Pip5kl1,P
Pipox,P
Pir,P
Pirb,P
Pirt,P
Pitpnm2os2,P
Pitx3,P
Piwil1,P
Piwil2,M&P
Piwil4,P
Pja1,P
Pjvk,P
Pkd1,M
Pkd1l2,P
Pkd1l3,P
Pkd2,M
Pkd2l1,P
Pkd2l2,P
Pkdrej,P
Pkhd1,P
Pkhd1l1,P
Pkig,M
Pklr,P
Pkmyt1,M&P
Pkn1,M
Pkn3,P
Pkp1,P
Pkp3,P
Pla1a,P
Pla2g3,P
Pla2g4a,M&P
Pla2g4b,P
Pla2g4c,P
Pla2g4f,P
Pla2g5,P
Pla2r1,P
Plaat5,P
Plac8,P
Plac8l1,P
Plagl1,M
Platr22,P
Plaur,P
Plb1,P
Plbd1,P
Plcb2,P
Plcg2,P
Plcxd1,P
Plcz1,P
Pld5,M&P
Pld6,P
Plek2,P
Plekha4,P
Plekha5,M
Plekhd1os,P
Plekhf1,M
Plekhf2,M
Plekhg6,P
Plekhs1,P
Plet1,P
Plg,P
Plin1,P
Plin2,P
Plin4,P
Plin5,P
Plk1,M&P
Plk4,P
Pllp,M
Pln,P
Plod1,M
Plp1,P
Plp2,P
Plpp4,M
Pls3,P
Plscr1,P
Plscr4,M
Plscr5,P
Plxna3,P
Plxna4os1,P
Plxnb3,P
Pmch,P
Pmel,M&P
Pmfbp1,P
Pnck,P
Pnldc1,P
Pnlip,P
Pnliprp2,P
Pnma3,P
Pnma5,P
Pnmt,P
Pno1,P
Pnp2,P
Pnpla1,P
Poc1a,M
Podn,P
Pola1,P
Pold2,M
Pole2,M&P
Pole3,P
Pole,M
Polk,M
Poln,P
Polq,P
Polr1d,M
Polr2c,P
Polr2j,P
Polr2k,P
Polr3f,M
Pom121l2,P
Pomc,P
Pon1,P
Pop1,M
Pop4,M
Popdc2,P
Porcn,P
Postn,P
Pot1b,M
Potegl,P
Pou1f1,P
Pou2af1,P
Pou2f2,P
Pou2f3,P
Pou3f4,P
Pou4f1,P
Pou5f2,P
Pou6f2,M&P
Pp2d1,P
Ppa1,M&P
Pparg,P
Ppbp,P
Ppcdc,M
Ppcs,M&P
Ppef1,P
Ppef2,P
Ppic,P
Ppifos,P
Ppil1,M
Ppl,P
Ppm1j,P
Ppm1m,M
Ppm1n,P
Ppox,M
Ppp1r12b,M
Ppp1r13l,M&P
Ppp1r14a,M
Ppp1r14b,P
Ppp1r17,P
Ppp1r1c,P
Ppp1r2-ps3,P
Ppp1r21,M
Ppp1r32,M&P
Ppp1r36,P
Ppp1r37,P
Ppp1r3b,M&P
Ppp1r3e,M
Ppp1r3f,P
Ppp1r42,P
Ppp2cb,M
Ppp2r1b,M
Ppp2r3a,M
Ppp3cc,P
Ppp3r2,P
Ppp4r3b,M
Ppp5c,P
Ppwd1,M
Pqbp1,P
Pqlc3,M&P
Pradc1,M&P
Praf2,P
Prag1,M
Pram1,P
Pramel12,M
Prc1,P
Prcc,P
Prcd,M
Prdm12,P
Prdm13,P
Prdm1,P
Prdm2,M
Prdm6,P
Prdm9,P
Prdx2,M
Prdx4,P
Prelid2,P
Prex2,M
Prg4,M&P
Prickle3,P
Prickle4,M
Prkaca,M
Prkag2,M
Prkcd,P
Prkd2,M&P
Prkx,P
Prl,P
Prlhr,P
Prmt3,M
Prmt9,M
Proc,P
Proca1,P
Procr,P
Prok1,P
Prok2,P
Prokr1,P
Prokr2,M
Prom2,P
Prorsd1,P
Proser2,P
Proser3,P
Prox1os,P
Prox2,P
Proz,P
Prpf4,P
Prph,P
Prps1,P
Prps2,P
Prr11,P
Prr15,P
Prr22,P
Prr29,P
Prr32,P
Prr33,P
Prr36,P
Prr3,M
Prrg1,P
Prrg2,M&P
Prrg3,P
Prrg4,P
Prrt4,M
Prrx2,P
Prrxl1,P
Prss16,P
Prss22,P
Prss23,P
Prss30,P
Prss38,P
Prss41,P
Prss43,P
Prss45,P
Prss48,P
Prss50,M&P
Prss53,P
Prss54,P
Prss56,M&P
Prss57,P
Prss8,P
Prtn3,P
Prune2,P
Prx,P
Prxl2b,P
Psd4,P
Psg16,M
Psma2,P
Psma8,P
Psmb11,P
Psmb8,M&P
Psmb9,M&P
Psmc3ip,P
Psmd10,P
Psmd8,M
Psme3ip1,M
Psors1c2,P
Pstpip1,M&P
Pstpip2,M
Ptafr,M&P
Ptbp3,P
Ptch2,P
Ptchd1,P
Ptchd4,M
Ptcra,P
Ptgdr2,P
Ptgdr,P
Ptger1,P
Ptger2,P
Ptger4,P
Ptges3l,P
Ptges,P
Ptgfr,M&P
Ptgir,P
Ptgis,P
Ptgr1,P
Ptgs2,M
Ptgs2os2,P
Ptgs2os,P
Pth2r,P
Ptma-ps2,P
Ptp4a3,P
Ptpn18,P
Ptpn20,P
Ptpn22,P
Ptpn3,P
Ptpn6,P
Ptprc,P
Ptprcap,P
Ptprh,P
Ptprq,P
Ptprv,P
Pttg1,P
Pttg1ip2,P
Ptx3,P
Ptx4,M&P
Purg,M
Pus7,M
Pusl1,M
Pvr,P
Pvrig,P
Pwwp3b,P
Pxdn,M
Pxk,M
Pxmp2,M
Pxt1,P
Pycard,P
Pycr1,P
Pygl,M
Qprt,P
Qrfpr,P
Qrfprl,P
Qrich2,P
Qtrt1,M
R3hcc1,P
R74862,P
Rab13,M
Rab19,P
Rab20,P
Rab25,P
Rab26,M
Rab26os,M&P
Rab32,P
Rab33a,P
Rab37,M
Rab38,P
Rab39b,P
Rab3gap2,M
Rab44,P
Rab7b,P
Rab9,P
Rab9b,P
Rabif,M
Rac2,P
Rac3,P
Rad21l,P
Rad23a,M
Rad23b,P
Rad51,P
Rad51ap1,P
Rad51ap2,M
Rad51b,P
Rad51c,M&P
Rad51d,M
Rad54b,P
Rad54l2,M
Rad54l,P
Rad9b,P
Radx,P
Rag1,P
Rai2,P
Raly,M
Ranbp10,M
Ranbp17,M
Rangrf,M&P
Rap1gap,M
Rap2c,P
Rapgef4,M
Rapsn,P
Rarb,P
Rarres1,P
Rasal3,P
Rasef,P
Rasgef1c,P
Rasgrp4,M&P
Rasip1,P
Rasl2-9,P
Rassf10,P
Rassf1,M
Rassf6,P
Rassf7,P
Rassf9,P
Rax,P
Rbbp7,P
Rbbp8,P
Rbbp9,M
Rbfaos,P
Rbl1,P
Rbl2,M
Rbm10,P
Rbm12,M
Rbm38,P
Rbm39,M
Rbm3,P
Rbm3os,P
Rbm41,P
Rbm46,P
Rbm47,P
Rbm7,M
Rbmx2,P
Rbmx,P
Rbmxl1,P
Rbp2,M&P
Rbp3,P
Rbp7,P
Rbpjl,P
Rbpms2,P
Rbpms,M&P
Rce1,M&P
Rcn1,M
Rcn3,M
Rcvrn,P
Rd3,P
Rdh14,M
Rdh16,P
Rdh18-ps,P
Rdh1,P
Rdh9,P
Rec114,P
Rec8,P
Recql4,P
Recql,P
Redrum,P
Reg3a,P
Reg3b,P
Relb,M&P
Rem1,P
Rem2,M
Renbp,P
Rep15,P
Repin1,M
Reps2,P
Retn,P
Rexo2,M
Rexo5,P
Rfc3,P
Rflna,P
Rfx1,M
Rfx8,P
Rgcc,M
Rgl1,M
Rgl3,P
Rgn,P
Rgs10,M&P
Rgs12,M
Rgs13,P
Rgs16,P
Rgs18,P
Rgs1,P
Rgs22,P
Rgs3,P
Rgs4,M
Rgs5,M
Rgs6,P
Rgs7,M
Rgs9bp,M&P
Rgsl1,P
Rhbdf2,P
Rhbdl2,P
Rhbg,P
Rhcg,P
Rheb,M
Rho,P
Rhod,P
Rhog,M
Rhoh,P
Rian,M&P
Ribc1,P
Ribc2,P
Riiad1,P
Rilp,P
Rims2,P
Rin2,P
Rin3,P
Rinl,P
Rint1,M
Riok2,M
Ripk3,P
Ripk4,P
Ripor1,M
Ripor3,P
Ripply3,P
Rlim,P
Rln1,M&P
Rmc1,P
Rmi2,P
Rmst,M
Rn45s,M
Rnase10,P
Rnase12,P
Rnase13,P
Rnase1,M&P
Rnase6,P
Rnaseh1,M
Rnaseh2a,M
Rnasel,P
Rnaset2b,M&P
Rnf113a2,P
Rnf125,P
Rnf128,P
Rnf133,P
Rnf138rt1,P
Rnf139,P
Rnf144a,M
Rnf148,P
Rnf150,M
Rnf151,P
Rnf17,P
Rnf183,P
Rnf207,P
Rnf212,M&P
Rnf214,P
Rnf223,M
Rnf225,M&P
Rnf2,M
Rnf39,P
Rnf5,M
Rnls,P
Rnpep,M
Rnps1,M
Rnu11,P
Rnu2-10,P
Rnu6,P
Robo3,P
Rock2,M
Rom1,P
Romo1,M
Ropn1l,M&P
Ror2,P
Rorc,P
Rp1,P
Rp2,P
Rpa3,P
Rpain,M
Rpe65,P
Rpgr,P
Rpgrip1,P
Rpgrip1l,M
Rph3al,M
Rpl10,P
Rpl10l,P
Rpl11,P
Rpl14-ps1,P
Rpl15,P
Rpl17-ps10,P
Rpl18,P
Rpl18a,P
Rpl22,M
Rpl28,M
Rpl29,M
Rpl31-ps12,P
Rpl32,M
Rpl32l,P
Rpl34-ps1,P
Rpl36a,P
Rpl36al,P
Rpl37a,M
Rpl37rt,P
Rpl38,P
Rpl39,P
Rpl39l,P
Rpl3l,P
Rpl7l1,M
Rplp0,M
Rplp1,M
Rprl3,P
Rps13,M&P
Rps15a-ps4,P
Rps15a-ps6,M
Rps17,P
Rps18-ps4,P
Rps18,M
Rps19-ps3,M&P
Rps25,M&P
Rps27,P
Rps27a,M&P
Rps28,M&P
Rps29,M&P
Rps2,M
Rps3a1,M
Rps4x,P
Rps5,P
Rps6-ps4,P
Rps6,P
Rps6ka3,P
Rps6ka6,P
Rps7,M
Rps9,M
Rptoros,P
Rpusd1,M
Rragb,P
Rrbp1,P
Rrh,P
Rrm1,M
Rrm2,P
Rrp9,M
Rs1,P
Rsad1,M
Rsad2,P
Rsf1os2,P
Rslcan18,P
Rsph14,P
Rsph1,M
Rsph3b,M
Rsph4a,M
Rsph6a,P
Rspo1,M&P
Rspo2,P
Rspo4,P
Rspry1,M
Rtbdn,P
Rtl1,M&P
Rtl3,P
Rtl4,P
Rtl5,P
Rtl8a,P
Rtl8b,P
Rtl8c,P
Rtl9,P
Rtn4,M
Rtp1,P
Rtp2,P
Rtp3,P
Rtp4,P
Rttn,P
Rubcnl,P
Rufy4,P
Runx1,P
Rxfp1,M&P
Rxfp2,P
Rxrb,M
Rxrg,P
Ryk,M
Ryr2,M
S100a10,M
S100a11,P
S100a14,P
S100a1,M
S100a3,P
S100a4,P
S100a7a,P
S100a9,P
S1pr2,P
S1pr4,P
Sae1,P
Sag,M&P
Sall1,M
Sall4,P
Samd11,P
Samd15,P
Samd1,M
Samd7,P
Samd9l,M&P
Samsn1,M&P
Sapcd2,P
Saraf,M
Sash3,P
Sat1,P
Saxo2,M
Sbk2,P
Sbk3,M&P
Sbp,P
Sbsn,P
Sbspon,P
Sc5d,M
Scand1,M
Scara5,P
Scarf1,P
Scarf2,P
Scd3,M&P
Scd4,M&P
Scel,P
Scfd1,P
Scgn,P
Scin,P
Scml1,P
Scml2,P
Scml4,P
Scn10a,P
Scn11a,P
Scn1b,M
Scn4a,P
Scn4b,P
Scn5a,P
Scnn1b,P
Scnn1g,P
Scoc,M
Scpep1,M
Scrt1,M
Sctr,P
Scube2,M&P
Scube3,P
Scx,P
Sdc1,P
Sdcbp2,M&P
Sdhaf4,M
Sdhc,M
Sdhd,P
Sds,P
Sebox,P
Sec11a,M
Sec11c,M
Sec14l3,P
Sec14l4,M&P
Sec16b,P
Sec1,P
Sec23b,M
Sec31b,P
Sec63,M
Selenbp2,P
Selenok-ps1,P
Selenom,P
Selenov,P
Sell,P
Sem1,M
Sema3a,M&P
Sema3b,M
Sema3f,M&P
Septin1,P
Septin6,P
Serac1,M
Serinc4,P
Serp2,P
Serpina12,P
Serpina1a,P
Serpina1b,P
Serpina3g,P
Serpina3i,M&P
Serpina3n,M
Serpina9,P
Serpinb10,P
Serpinb1b,P
Serpinb1c,P
Serpinb6b,P
Serpinb6c,P
Serpinb8,P
Serpinc1,P
Serpind1,P
Serpine1,P
Serpinf2,M&P
Serping1,M
Serpinh1,M
Serpini2,P
Sertad1,M
Sertm1,M
Setmar,M
Sfn,P
Sfrp2,P
Sfrp4,M&P
Sfrp5,P
Sfta3-ps,P
Sftpc,P
Sgca,P
Sgce,M
Sgcg,P
