Gene,Status,Expressed_Allele,Sample,RawCount,Group,log2_count
Mirg,Imprinted,Maternal,HT_F2,889,HT Female,9.79766152585376
Mirg,Imprinted,Maternal,HT_F3,329,HT Female,8.366322214245816
Mirg,Imprinted,Maternal,KO_M1,370,KO Male,8.535275376620802
Mirg,Imprinted,Maternal,KO_M2,815,KO Male,9.672425341971495
Mirg,Imprinted,Maternal,KO_M3,672,KO Male,9.394462694610317
Mkrn3,Imprinted,Paternal,WT_M1,49,WT Male,5.643856189774724
Mkrn3,Imprinted,Paternal,WT_M2,67,WT Male,6.087462841250339
Mkrn3,Imprinted,Paternal,WT_M3,26,WT Male,4.754887502163468
Mkrn3,Imprinted,Paternal,WT_F1,40,WT Female,5.357552004618084
Mkrn3,Imprinted,Paternal,WT_F2,48,WT Female,5.614709844115208
Mkrn3,Imprinted,Paternal,WT_F3,44,WT Female,5.491853096329675
Mkrn3,Imprinted,Paternal,HT_F1,60,HT Female,5.930737337562887
Mkrn3,Imprinted,Paternal,HT_F2,29,HT Female,4.906890595608519
Mkrn3,Imprinted,Paternal,HT_F3,25,HT Female,4.700439718141092
Mkrn3,Imprinted,Paternal,KO_M1,28,KO Male,4.857980995127572
Mkrn3,Imprinted,Paternal,KO_M2,42,KO Male,5.426264754702098
Mkrn3,Imprinted,Paternal,KO_M3,48,KO Male,5.614709844115208
Nap1l4,Imprinted,Maternal,WT_M1,4697,WT Male,12.197830998012197
Nap1l4,Imprinted,Maternal,WT_M2,7500,WT Male,12.872867226786575
Nap1l4,Imprinted,Maternal,WT_M3,3307,WT Male,11.691743519171276
Nap1l4,Imprinted,Maternal,WT_F1,5270,WT Female,12.363860976729532
Nap1l4,Imprinted,Maternal,WT_F2,4221,WT Female,12.043710863347156
Nap1l4,Imprinted,Maternal,WT_F3,5660,WT Female,12.466841208321602
Nap1l4,Imprinted,Maternal,HT_F1,8313,HT Female,13.021327032624372
Nap1l4,Imprinted,Maternal,HT_F2,4813,HT Female,12.233020426474496
Nap1l4,Imprinted,Maternal,HT_F3,4475,HT Female,12.127994320976393
Nap1l4,Imprinted,Maternal,KO_M1,3502,KO Male,11.774375272802063
Nap1l4,Imprinted,Maternal,KO_M2,4639,KO Male,12.179909090014934
Nap1l4,Imprinted,Maternal,KO_M3,4899,KO Male,12.258566033889933
Nap1l5,Imprinted,Paternal,WT_M1,8795,WT Male,13.102631888854969
Nap1l5,Imprinted,Paternal,WT_M2,13595,WT Male,13.730894646541671
Nap1l5,Imprinted,Paternal,WT_M3,6127,WT Male,12.581200581924957
Nap1l5,Imprinted,Paternal,WT_F1,8846,WT Female,13.110972607782893
Nap1l5,Imprinted,Paternal,WT_F2,8677,WT Female,13.083146870816742
Nap1l5,Imprinted,Paternal,WT_F3,11658,WT Female,13.509156432503849
Nap1l5,Imprinted,Paternal,HT_F1,21148,HT Female,14.36830182875055
Nap1l5,Imprinted,Paternal,HT_F2,11520,HT Female,13.49197832483901
Nap1l5,Imprinted,Paternal,HT_F3,7591,HT Female,12.89026427702111
Nap1l5,Imprinted,Paternal,KO_M1,7687,KO Male,12.90839262077375
Nap1l5,Imprinted,Paternal,KO_M2,10818,KO Male,13.401279536596528
Nap1l5,Imprinted,Paternal,KO_M3,11713,KO Male,13.515946179109518
Nctc1,Imprinted,Paternal,WT_M1,0,WT Male,0
Nctc1,Imprinted,Paternal,WT_M2,0,WT Male,0
Nctc1,Imprinted,Paternal,WT_M3,0,WT Male,0
Nctc1,Imprinted,Paternal,WT_F1,0,WT Female,0
Nctc1,Imprinted,Paternal,WT_F2,0,WT Female,0
Nctc1,Imprinted,Paternal,WT_F3,0,WT Female,0
Nctc1,Imprinted,Paternal,HT_F1,0,HT Female,0
Nctc1,Imprinted,Paternal,HT_F2,0,HT Female,0
Nctc1,Imprinted,Paternal,HT_F3,0,HT Female,0
Nctc1,Imprinted,Paternal,KO_M1,0,KO Male,0
Nctc1,Imprinted,Paternal,KO_M2,1,KO Male,1
Nctc1,Imprinted,Paternal,KO_M3,0,KO Male,0
Ndn,Imprinted,Paternal,WT_M1,8497,WT Male,13.052907628313287
Ndn,Imprinted,Paternal,WT_M2,16676,WT Male,14.025572167469578
Ndn,Imprinted,Paternal,WT_M3,7159,WT Male,12.805743872151618
Ndn,Imprinted,Paternal,WT_F1,10594,WT Female,13.371095967259532
Ndn,Imprinted,Paternal,WT_F2,9156,WT Female,13.160659307217383
Ndn,Imprinted,Paternal,WT_F3,12834,WT Female,13.647795675462781
Ndn,Imprinted,Paternal,HT_F1,21898,HT Female,14.418577371385938
Ndn,Imprinted,Paternal,HT_F2,10781,HT Female,13.396337194231098
Ndn,Imprinted,Paternal,HT_F3,8674,HT Female,13.082648042352986
Ndn,Imprinted,Paternal,KO_M1,9216,KO Male,13.170081535380609
Ndn,Imprinted,Paternal,KO_M2,11767,KO Male,13.522581531254831
Ndn,Imprinted,Paternal,KO_M3,11749,KO Male,13.520373136339725
Nlrp2,Imprinted,Maternal,WT_M1,0,WT Male,0
Nlrp2,Imprinted,Maternal,WT_M2,0,WT Male,0
Nlrp2,Imprinted,Maternal,WT_M3,0,WT Male,0
Nlrp2,Imprinted,Maternal,WT_F1,0,WT Female,0
Nlrp2,Imprinted,Maternal,WT_F2,0,WT Female,0
Nlrp2,Imprinted,Maternal,WT_F3,0,WT Female,0
Nlrp2,Imprinted,Maternal,HT_F1,0,HT Female,0
Nlrp2,Imprinted,Maternal,HT_F2,0,HT Female,0
Nlrp2,Imprinted,Maternal,HT_F3,0,HT Female,0
Nlrp2,Imprinted,Maternal,KO_M1,0,KO Male,0
Nlrp2,Imprinted,Maternal,KO_M2,0,KO Male,0
Nlrp2,Imprinted,Maternal,KO_M3,0,KO Male,0
Nnat,Imprinted,Paternal,WT_M1,10935,WT Male,13.41679752760606
Nnat,Imprinted,Paternal,WT_M2,20717,WT Male,14.338597119574542
Nnat,Imprinted,Paternal,WT_M3,11182,WT Male,13.449019643270384
Nnat,Imprinted,Paternal,WT_F1,16268,WT Female,13.989837955736364
Nnat,Imprinted,Paternal,WT_F2,15737,WT Female,13.94196459298614
Nnat,Imprinted,Paternal,WT_F3,18058,WT Female,14.140430386710188
Nnat,Imprinted,Paternal,HT_F1,26823,HT Female,14.711236767793784
Nnat,Imprinted,Paternal,HT_F2,18805,HT Female,14.198905402581904
Nnat,Imprinted,Paternal,HT_F3,8449,HT Female,13.044735626056909
Nnat,Imprinted,Paternal,KO_M1,9786,KO Male,13.25665098428709
Nnat,Imprinted,Paternal,KO_M2,16606,KO Male,14.019503858266578
Nnat,Imprinted,Paternal,KO_M3,17335,KO Male,14.081483438093674
Pde10a,Imprinted,Maternal,WT_M1,7915,WT Male,12.950555897047511
Pde10a,Imprinted,Maternal,WT_M2,11863,WT Male,13.53430288245463
Pde10a,Imprinted,Maternal,WT_M3,5042,WT Male,12.300066509957324
Pde10a,Imprinted,Maternal,WT_F1,6539,WT Female,12.675074920385445
Pde10a,Imprinted,Maternal,WT_F2,5691,WT Female,12.474719946526482
Pde10a,Imprinted,Maternal,WT_F3,7659,WT Female,12.903128676812319
Pde10a,Imprinted,Maternal,HT_F1,11736,HT Female,13.518776079461722
Pde10a,Imprinted,Maternal,HT_F2,6694,HT Female,12.708868340211673
Pde10a,Imprinted,Maternal,HT_F3,8640,HT Female,13.076982565981158
Pde10a,Imprinted,Maternal,KO_M1,4196,KO Male,12.03514274788591
Pde10a,Imprinted,Maternal,KO_M2,7217,KO Male,12.817383427897232
Pde10a,Imprinted,Maternal,KO_M3,7393,KO Male,12.852139328187244
Peg10,Imprinted,Paternal,WT_M1,1393,WT Male,10.445014845868423
Peg10,Imprinted,Paternal,WT_M2,3507,WT Male,11.776433032444734
Peg10,Imprinted,Paternal,WT_M3,775,WT Male,9.599912842187127
Peg10,Imprinted,Paternal,WT_F1,2904,WT Female,11.50432244829189
Peg10,Imprinted,Paternal,WT_F2,960,WT Female,9.90839262077375
Peg10,Imprinted,Paternal,WT_F3,3504,WT Female,11.775198728897985
Peg10,Imprinted,Paternal,HT_F1,12469,HT Female,13.606173844717032
Peg10,Imprinted,Paternal,HT_F2,1426,HT Female,10.478769619475763
Peg10,Imprinted,Paternal,HT_F3,1098,HT Female,10.101975670949232
Peg10,Imprinted,Paternal,KO_M1,2504,KO Male,11.290594888082572
Peg10,Imprinted,Paternal,KO_M2,5937,KO Male,12.535761377986656
Peg10,Imprinted,Paternal,KO_M3,3343,KO Male,11.707359132080883
Peg12,Imprinted,Paternal,WT_M1,12,WT Male,3.700439718141092
Peg12,Imprinted,Paternal,WT_M2,23,WT Male,4.584962500721156
Peg12,Imprinted,Paternal,WT_M3,5,WT Male,2.584962500721156
Peg12,Imprinted,Paternal,WT_F1,12,WT Female,3.700439718141092
Peg12,Imprinted,Paternal,WT_F2,15,WT Female,4
Peg12,Imprinted,Paternal,WT_F3,13,WT Female,3.807354922057604
Peg12,Imprinted,Paternal,HT_F1,29,HT Female,4.906890595608519
Peg12,Imprinted,Paternal,HT_F2,17,HT Female,4.169925001442312
Peg12,Imprinted,Paternal,HT_F3,12,HT Female,3.700439718141092
Peg12,Imprinted,Paternal,KO_M1,22,KO Male,4.523561956057013
Peg12,Imprinted,Paternal,KO_M2,24,KO Male,4.643856189774724
Peg12,Imprinted,Paternal,KO_M3,16,KO Male,4.087462841250339
Peg13,Imprinted,Paternal,WT_M1,13338,WT Male,13.70336289396418
Peg13,Imprinted,Paternal,WT_M2,21316,WT Male,14.379716797493629
Peg13,Imprinted,Paternal,WT_M3,9514,WT Male,13.215987941161384
Peg13,Imprinted,Paternal,WT_F1,13896,WT Female,13.762485855861582
Peg13,Imprinted,Paternal,WT_F2,11451,WT Female,13.483311954999353
Peg13,Imprinted,Paternal,WT_F3,15510,WT Female,13.921004080013352
Peg13,Imprinted,Paternal,HT_F1,22335,HT Female,14.447083226209653
Peg13,Imprinted,Paternal,HT_F2,13152,HT Female,13.68310427347766
Peg13,Imprinted,Paternal,HT_F3,13515,HT Female,13.722380635163802
Peg13,Imprinted,Paternal,KO_M1,9790,KO Male,13.257240501116577
Peg13,Imprinted,Paternal,KO_M2,13565,KO Male,13.727707777472686
Peg13,Imprinted,Paternal,KO_M3,14866,KO Male,13.859825936033682
Peg3,Imprinted,Paternal,WT_M1,22725,WT Male,14.472056157502356
Peg3,Imprinted,Paternal,WT_M2,38090,WT Male,15.217162542906287
Peg3,Imprinted,Paternal,WT_M3,16543,WT Male,14.014020470314934
Peg3,Imprinted,Paternal,WT_F1,25672,WT Female,14.647964270407664
Peg3,Imprinted,Paternal,WT_F2,22475,WT Female,14.456097684964202
Peg3,Imprinted,Paternal,WT_F3,27495,WT Female,14.746934136372298
Peg3,Imprinted,Paternal,HT_F1,51013,HT Female,15.638605606218723
Peg3,Imprinted,Paternal,HT_F2,21281,HT Female,14.377346115656344
Peg3,Imprinted,Paternal,HT_F3,21810,HT Female,14.412768296340023
Peg3,Imprinted,Paternal,KO_M1,16122,KO Male,13.976832590067636
Peg3,Imprinted,Paternal,KO_M2,25697,KO Male,14.649368462612198
Peg3,Imprinted,Paternal,KO_M3,23396,KO Male,14.514035936597969
Peg3os,Imprinted,Paternal,WT_M1,12,WT Male,3.700439718141092
Peg3os,Imprinted,Paternal,WT_M2,16,WT Male,4.087462841250339
Peg3os,Imprinted,Paternal,WT_M3,2,WT Male,1.584962500721156
Peg3os,Imprinted,Paternal,WT_F1,4,WT Female,2.321928094887362
Peg3os,Imprinted,Paternal,WT_F2,8,WT Female,3.169925001442312
Peg3os,Imprinted,Paternal,WT_F3,1,WT Female,1
Peg3os,Imprinted,Paternal,HT_F1,17,HT Female,4.169925001442312
Peg3os,Imprinted,Paternal,HT_F2,12,HT Female,3.700439718141092
Peg3os,Imprinted,Paternal,HT_F3,9,HT Female,3.321928094887362
Peg3os,Imprinted,Paternal,KO_M1,4,KO Male,2.321928094887362
Peg3os,Imprinted,Paternal,KO_M2,8,KO Male,3.169925001442312
Peg3os,Imprinted,Paternal,KO_M3,5,KO Male,2.584962500721156
Phlda2,Imprinted,Maternal,WT_M1,0,WT Male,0
Phlda2,Imprinted,Maternal,WT_M2,0,WT Male,0
Phlda2,Imprinted,Maternal,WT_M3,0,WT Male,0
Phlda2,Imprinted,Maternal,WT_F1,1,WT Female,1
Phlda2,Imprinted,Maternal,WT_F2,0,WT Female,0
Phlda2,Imprinted,Maternal,WT_F3,0,WT Female,0
Phlda2,Imprinted,Maternal,HT_F1,0,HT Female,0
Phlda2,Imprinted,Maternal,HT_F2,0,HT Female,0
Phlda2,Imprinted,Maternal,HT_F3,0,HT Female,0
Phlda2,Imprinted,Maternal,KO_M1,4,KO Male,2.321928094887362
Phlda2,Imprinted,Maternal,KO_M2,0,KO Male,0
Phlda2,Imprinted,Maternal,KO_M3,0,KO Male,0
Plagl1,Imprinted,Paternal,WT_M1,1667,WT Male,10.703903573444663
Plagl1,Imprinted,Paternal,WT_M2,8166,WT Male,12.9955905123663
Plagl1,Imprinted,Paternal,WT_M3,4203,WT Male,12.037546953962178
Plagl1,Imprinted,Paternal,WT_F1,6433,WT Female,12.65150022065274
Plagl1,Imprinted,Paternal,WT_F2,4936,WT Female,12.269418929741096
Plagl1,Imprinted,Paternal,WT_F3,6691,WT Female,12.708221730038353
Plagl1,Imprinted,Paternal,HT_F1,9979,HT Female,13.284824100224624
Plagl1,Imprinted,Paternal,HT_F2,3518,HT Female,11.780949798749665
Plagl1,Imprinted,Paternal,HT_F3,907,HT Female,9.826548487290914
Plagl1,Imprinted,Paternal,KO_M1,3599,KO Male,11.813781191217037
Plagl1,Imprinted,Paternal,KO_M2,7712,KO Male,12.913076395554812
Plagl1,Imprinted,Paternal,KO_M3,5313,KO Male,12.375582512490507
Platr20,Imprinted,Paternal,WT_M1,0,WT Male,0
Platr20,Imprinted,Paternal,WT_M2,0,WT Male,0
Platr20,Imprinted,Paternal,WT_M3,0,WT Male,0
Platr20,Imprinted,Paternal,WT_F1,0,WT Female,0
Platr20,Imprinted,Paternal,WT_F2,0,WT Female,0
Platr20,Imprinted,Paternal,WT_F3,0,WT Female,0
Platr20,Imprinted,Paternal,HT_F1,1,HT Female,1
Platr20,Imprinted,Paternal,HT_F2,0,HT Female,0
Platr20,Imprinted,Paternal,HT_F3,0,HT Female,0
Platr20,Imprinted,Paternal,KO_M1,0,KO Male,0
Platr20,Imprinted,Paternal,KO_M2,0,KO Male,0
Platr20,Imprinted,Paternal,KO_M3,0,KO Male,0
Pon2,Imprinted,Maternal,WT_M1,1796,WT Male,10.811374693509942
Pon2,Imprinted,Maternal,WT_M2,2543,WT Male,11.312882955284355
Pon2,Imprinted,Maternal,WT_M3,1146,WT Male,10.163649676015824
Pon2,Imprinted,Maternal,WT_F1,1904,WT Female,10.895575282380685
Pon2,Imprinted,Maternal,WT_F2,1299,WT Female,10.344295907915816
Pon2,Imprinted,Maternal,WT_F3,1931,WT Female,10.915879378835774
Pon2,Imprinted,Maternal,HT_F1,2555,HT Female,11.319672120946995
Pon2,Imprinted,Maternal,HT_F2,1707,HT Female,10.73809225962049
Pon2,Imprinted,Maternal,HT_F3,1460,HT Female,10.512740462803498
Pon2,Imprinted,Maternal,KO_M1,931,KO Male,9.86418614465428
Pon2,Imprinted,Maternal,KO_M2,1357,KO Male,10.407267764244732
Pon2,Imprinted,Maternal,KO_M3,1477,KO Male,10.52943055414615
Pon3,Imprinted,Maternal,WT_M1,922,WT Male,9.850186837645774
Pon3,Imprinted,Maternal,WT_M2,1084,WT Male,10.083479327331842
Pon3,Imprinted,Maternal,WT_M3,660,WT Male,9.368506461507693
Pon3,Imprinted,Maternal,WT_F1,1491,WT Female,10.543031820255237
Pon3,Imprinted,Maternal,WT_F2,190,WT Female,7.577428828035749
Pon3,Imprinted,Maternal,WT_F3,1145,WT Female,10.162391328756906
Pon3,Imprinted,Maternal,HT_F1,1138,HT Female,10.153552031708111
Pon3,Imprinted,Maternal,HT_F2,383,HT Female,8.584962500721156
Pon3,Imprinted,Maternal,HT_F3,199,HT Female,7.643856189774724
Pon3,Imprinted,Maternal,KO_M1,323,KO Male,8.339850002884624
Pon3,Imprinted,Maternal,KO_M2,147,KO Male,7.20945336562895
Pon3,Imprinted,Maternal,KO_M3,164,KO Male,7.366322214245816
Ppp1r9a,Imprinted,Maternal,WT_M1,28294,WT Male,14.78825951697013
Ppp1r9a,Imprinted,Maternal,WT_M2,43653,WT Male,15.413826233078122
Ppp1r9a,Imprinted,Maternal,WT_M3,17489,WT Male,14.094242668809015
Ppp1r9a,Imprinted,Maternal,WT_F1,28371,WT Female,14.792180232254807
Ppp1r9a,Imprinted,Maternal,WT_F2,24627,WT Female,14.588011853215088
Ppp1r9a,Imprinted,Maternal,WT_F3,32050,WT Female,14.968081749577067
Ppp1r9a,Imprinted,Maternal,HT_F1,43990,HT Female,15.424920776402013
Ppp1r9a,Imprinted,Maternal,HT_F2,27762,HT Female,14.760875849889011
Ppp1r9a,Imprinted,Maternal,HT_F3,30821,HT Female,14.911672859068116
Ppp1r9a,Imprinted,Maternal,KO_M1,18161,KO Male,14.14863546054867
Ppp1r9a,Imprinted,Maternal,KO_M2,26930,KO Male,14.716980180434541
Ppp1r9a,Imprinted,Maternal,KO_M3,29945,KO Male,14.870075689222649
Prkn,Imprinted,Maternal,WT_M1,432,WT Male,8.758223214726724
Prkn,Imprinted,Maternal,WT_M2,1151,WT Male,10.169925001442312
Prkn,Imprinted,Maternal,WT_M3,499,WT Male,8.965784284662087
Prkn,Imprinted,Maternal,WT_F1,498,WT Female,8.96289600533726
Prkn,Imprinted,Maternal,WT_F2,444,WT Female,8.79766152585376
Prkn,Imprinted,Maternal,WT_F3,650,WT Female,9.346513733165635
Prkn,Imprinted,Maternal,HT_F1,938,HT Female,9.874981347653774
Prkn,Imprinted,Maternal,HT_F2,608,HT Female,9.250298417906333
Prkn,Imprinted,Maternal,HT_F3,460,HT Female,8.848622940429339
Prkn,Imprinted,Maternal,KO_M1,331,KO Male,8.375039431346925
Prkn,Imprinted,Maternal,KO_M2,576,KO Male,9.172427508645482
Prkn,Imprinted,Maternal,KO_M3,771,KO Male,9.59245703726808
Qpct,Imprinted,Maternal,WT_M1,687,WT Male,9.426264754702098
Qpct,Imprinted,Maternal,WT_M2,1282,WT Male,10.325305455089682
Qpct,Imprinted,Maternal,WT_M3,610,WT Male,9.25502856981873
Qpct,Imprinted,Maternal,WT_F1,813,WT Female,9.668884984266247
Qpct,Imprinted,Maternal,WT_F2,810,WT Female,9.663558104217273
Qpct,Imprinted,Maternal,WT_F3,883,WT Female,9.787902559391432
Qpct,Imprinted,Maternal,HT_F1,1486,HT Female,10.53818893205242
Qpct,Imprinted,Maternal,HT_F2,592,HT Female,9.211888294546004
Qpct,Imprinted,Maternal,HT_F3,567,HT Female,9.149747119504681
Qpct,Imprinted,Maternal,KO_M1,509,KO Male,8.994353436858859
Qpct,Imprinted,Maternal,KO_M2,919,KO Male,9.845490050944376
Qpct,Imprinted,Maternal,KO_M3,754,KO Male,9.560332834212442
Rasgrf1,Imprinted,Paternal,WT_M1,40836,WT Male,15.317589265253524
Rasgrf1,Imprinted,Paternal,WT_M2,66541,WT Male,16.02197760835994
Rasgrf1,Imprinted,Paternal,WT_M3,30564,WT Male,14.899592946652207
Rasgrf1,Imprinted,Paternal,WT_F1,38099,WT Female,15.217503377268047
Rasgrf1,Imprinted,Paternal,WT_F2,35936,WT Female,15.133182358075361
Rasgrf1,Imprinted,Paternal,WT_F3,45493,WT Female,15.473388666816124
Rasgrf1,Imprinted,Paternal,HT_F1,61175,HT Female,15.900678158743357
Rasgrf1,Imprinted,Paternal,HT_F2,38823,HT Female,15.244661144764198
Rasgrf1,Imprinted,Paternal,HT_F3,41263,HT Female,15.332596057789214
Rasgrf1,Imprinted,Paternal,KO_M1,23718,KO Male,14.533755566269257
Rasgrf1,Imprinted,Paternal,KO_M2,47536,KO Male,15.536763239041623
Rasgrf1,Imprinted,Paternal,KO_M3,45116,KO Male,15.461383520224656
Rian,Imprinted,Maternal,WT_M1,24499,WT Male,14.580494128777294
Rian,Imprinted,Maternal,WT_M2,29006,WT Male,14.824113474501857
Rian,Imprinted,Maternal,WT_M3,21563,WT Male,14.396337194231098
Rian,Imprinted,Maternal,WT_F1,19698,WT Female,14.265834774121519
Rian,Imprinted,Maternal,WT_F2,24905,WT Female,14.604205717324763
Rian,Imprinted,Maternal,WT_F3,23601,WT Female,14.526621496247854
Rian,Imprinted,Maternal,HT_F1,59230,HT Female,15.854064822982078
Rian,Imprinted,Maternal,HT_F2,33870,HT Female,15.04776296082332
Rian,Imprinted,Maternal,HT_F3,16970,HT Female,14.050783956364931
Rian,Imprinted,Maternal,KO_M1,12269,KO Male,13.582847628550267
Rian,Imprinted,Maternal,KO_M2,22893,KO Male,14.482681929642867
Rian,Imprinted,Maternal,KO_M3,23673,KO Male,14.531015866467587
Rtl1,Imprinted,Paternal,WT_M1,13,WT Male,3.807354922057604
Rtl1,Imprinted,Paternal,WT_M2,22,WT Male,4.523561956057013
Rtl1,Imprinted,Paternal,WT_M3,11,WT Male,3.584962500721156
Rtl1,Imprinted,Paternal,WT_F1,15,WT Female,4
Rtl1,Imprinted,Paternal,WT_F2,11,WT Female,3.584962500721156
Rtl1,Imprinted,Paternal,WT_F3,27,WT Female,4.807354922057604
Rtl1,Imprinted,Paternal,HT_F1,242,HT Female,7.924812503605781
Rtl1,Imprinted,Paternal,HT_F2,14,HT Female,3.9068905956085187
Rtl1,Imprinted,Paternal,HT_F3,4,HT Female,2.321928094887362
Rtl1,Imprinted,Paternal,KO_M1,56,KO Male,5.832890014164741
Rtl1,Imprinted,Paternal,KO_M2,20,KO Male,4.392317422778761
Rtl1,Imprinted,Paternal,KO_M3,9,KO Male,3.321928094887362
Sall1,Imprinted,Paternal,WT_M1,1782,WT Male,10.800090987624994
Sall1,Imprinted,Paternal,WT_M2,2365,WT Male,11.208234358339789
Sall1,Imprinted,Paternal,WT_M3,1223,WT Male,10.257387842692651
Sall1,Imprinted,Paternal,WT_F1,1827,WT Female,10.83605035505807
Sall1,Imprinted,Paternal,WT_F2,1700,WT Female,10.732167425663386
Sall1,Imprinted,Paternal,WT_F3,1869,WT Female,10.868822554774999
Sall1,Imprinted,Paternal,HT_F1,2815,HT Female,11.459431618637296
Sall1,Imprinted,Paternal,HT_F2,1644,HT Female,10.683871868622603
Sall1,Imprinted,Paternal,HT_F3,1533,HT Female,10.583082767502933
Sall1,Imprinted,Paternal,KO_M1,828,KO Male,9.69522829149575
Sall1,Imprinted,Paternal,KO_M2,1608,KO Male,10.651948610723446
Sall1,Imprinted,Paternal,KO_M3,1565,KO Male,10.612868497291041
Sfmbt2,Imprinted,Paternal,WT_M1,678,WT Male,9.407267764244732
Sfmbt2,Imprinted,Paternal,WT_M2,852,WT Male,9.73640193131829
Sfmbt2,Imprinted,Paternal,WT_M3,690,WT Male,9.432541900388259
Sfmbt2,Imprinted,Paternal,WT_F1,723,WT Female,9.499845887083206
Sfmbt2,Imprinted,Paternal,WT_F2,513,WT Female,9.005624549193879
Sfmbt2,Imprinted,Paternal,WT_F3,994,WT Female,9.958552715431011
Sfmbt2,Imprinted,Paternal,HT_F1,1462,HT Female,10.514714054138487
Sfmbt2,Imprinted,Paternal,HT_F2,414,HT Female,8.696967526234287
Sfmbt2,Imprinted,Paternal,HT_F3,671,HT Female,9.39231742277876
Sfmbt2,Imprinted,Paternal,KO_M1,543,KO Male,9.087462841250339
Sfmbt2,Imprinted,Paternal,KO_M2,731,KO Male,9.515699838284043
Sfmbt2,Imprinted,Paternal,KO_M3,799,KO Male,9.643856189774725
Sgce,Imprinted,Paternal,WT_M1,1193,WT Male,10.221587121264806
Sgce,Imprinted,Paternal,WT_M2,1885,WT Male,10.881113960675096
Sgce,Imprinted,Paternal,WT_M3,753,WT Male,9.558420713268664
Sgce,Imprinted,Paternal,WT_F1,1244,WT Female,10.281930026955443
Sgce,Imprinted,Paternal,WT_F2,1027,WT Female,10.005624549193879
Sgce,Imprinted,Paternal,WT_F3,1275,WT Female,10.31741261376487
Sgce,Imprinted,Paternal,HT_F1,2098,HT Female,11.035486451292154
Sgce,Imprinted,Paternal,HT_F2,1145,HT Female,10.162391328756906
Sgce,Imprinted,Paternal,HT_F3,1246,HT Female,10.28424574982967
Sgce,Imprinted,Paternal,KO_M1,599,KO Male,9.228818690495881
Sgce,Imprinted,Paternal,KO_M2,1166,KO Male,10.188588845707349
Sgce,Imprinted,Paternal,KO_M3,1090,KO Male,10.091435386323607
Slc22a18,Imprinted,Maternal,WT_M1,19,WT Male,4.321928094887363
Slc22a18,Imprinted,Maternal,WT_M2,27,WT Male,4.807354922057604
Slc22a18,Imprinted,Maternal,WT_M3,16,WT Male,4.087462841250339
Slc22a18,Imprinted,Maternal,WT_F1,32,WT Female,5.044394119358453
Slc22a18,Imprinted,Maternal,WT_F2,6,WT Female,2.807354922057604
Slc22a18,Imprinted,Maternal,WT_F3,29,WT Female,4.906890595608519
Slc22a18,Imprinted,Maternal,HT_F1,53,HT Female,5.754887502163468
Slc22a18,Imprinted,Maternal,HT_F2,12,HT Female,3.700439718141092
Slc22a18,Imprinted,Maternal,HT_F3,4,HT Female,2.321928094887362
Slc22a18,Imprinted,Maternal,KO_M1,12,KO Male,3.700439718141092
Slc22a18,Imprinted,Maternal,KO_M2,3,KO Male,2
Slc22a18,Imprinted,Maternal,KO_M3,7,KO Male,3
Slc22a2,Imprinted,Maternal,WT_M1,5,WT Male,2.584962500721156
Slc22a2,Imprinted,Maternal,WT_M2,8,WT Male,3.169925001442312
Slc22a2,Imprinted,Maternal,WT_M3,2,WT Male,1.584962500721156
Slc22a2,Imprinted,Maternal,WT_F1,6,WT Female,2.807354922057604
Slc22a2,Imprinted,Maternal,WT_F2,1,WT Female,1
Slc22a2,Imprinted,Maternal,WT_F3,12,WT Female,3.700439718141092
Slc22a2,Imprinted,Maternal,HT_F1,27,HT Female,4.807354922057604
Slc22a2,Imprinted,Maternal,HT_F2,2,HT Female,1.584962500721156
Slc22a2,Imprinted,Maternal,HT_F3,3,HT Female,2
Slc22a2,Imprinted,Maternal,KO_M1,2,KO Male,1.584962500721156
Slc22a2,Imprinted,Maternal,KO_M2,3,KO Male,2
Slc22a2,Imprinted,Maternal,KO_M3,5,KO Male,2.584962500721156
Slc22a3,Imprinted,Maternal,WT_M1,13,WT Male,3.807354922057604
Slc22a3,Imprinted,Maternal,WT_M2,19,WT Male,4.321928094887363
Slc22a3,Imprinted,Maternal,WT_M3,22,WT Male,4.523561956057013
Slc22a3,Imprinted,Maternal,WT_F1,47,WT Female,5.584962500721156
Slc22a3,Imprinted,Maternal,WT_F2,7,WT Female,3
Slc22a3,Imprinted,Maternal,WT_F3,44,WT Female,5.491853096329675
Slc22a3,Imprinted,Maternal,HT_F1,81,HT Female,6.357552004618084
Slc22a3,Imprinted,Maternal,HT_F2,12,HT Female,3.700439718141092
Slc22a3,Imprinted,Maternal,HT_F3,26,HT Female,4.754887502163468
Slc22a3,Imprinted,Maternal,KO_M1,17,KO Male,4.169925001442312
Slc22a3,Imprinted,Maternal,KO_M2,13,KO Male,3.807354922057604
Slc22a3,Imprinted,Maternal,KO_M3,18,KO Male,4.247927513443585
Slc38a4,Imprinted,Paternal,WT_M1,49,WT Male,5.643856189774724
Slc38a4,Imprinted,Paternal,WT_M2,106,WT Male,6.741466986401147
Slc38a4,Imprinted,Paternal,WT_M3,39,WT Male,5.321928094887363
Slc38a4,Imprinted,Paternal,WT_F1,61,WT Female,5.954196310386875
Slc38a4,Imprinted,Paternal,WT_F2,44,WT Female,5.491853096329675
Slc38a4,Imprinted,Paternal,WT_F3,85,WT Female,6.426264754702098
