Gene_Name,baseMean,log2FoldChange,lfcSE,pvalue,padj
Tgfb2,6631.355083824584,-0.5557125845062321,0.10279459185194302,1.8751779419367095e-9,1.3431743333264154e-6
Nlrx1,623.2933845049364,0.641716118489516,0.1205142042154912,4.6470034088527545e-9,3.195465424063508e-6
Scarf2,133.6414087272549,1.7883610974562634,0.35091344552745823,5.275530663027825e-9,3.488140293388898e-6
Gaa,26990.20727484247,0.7754911092747516,0.1541587251170329,2.5211067699258853e-8,1.6051980178442923e-5
Mirt1,137.00225187627706,2.263277431551825,0.46956944228489866,4.220322671255524e-8,2.591127394341204e-5
Amh,65.07002849303642,2.0269565788774493,0.43459058228737996,6.037773932501683e-8,3.579150747366773e-5
Mecom,276.648326885415,-0.9570233106587809,0.21136237408665973,1.2842550706792063e-7,7.359209640015412e-5
Neurog2,90.66557137343392,1.4905246873944824,0.36629846822588635,2.514318229159881e-7,1.3943111186286294e-4
Lamc3,995.756336287413,1.0365049959343675,0.24521028773666798,2.911827035724637e-7,1.564288080348195e-4
Samd11,103.68762154583389,1.7835630907100413,0.43564040401879484,3.160354945406097e-7,1.6463533898932188e-4
Kcng1,3337.5662540492744,0.6854070334506356,0.16022839547070475,4.853073518125899e-7,2.453799613238304e-4
Nol3,872.567301114504,0.4105971211313036,0.10133301488148047,5.132668290076615e-7,2.5210200164202027e-4
Zfp783,315.78457930264767,0.8359509340936593,0.20053171796890962,6.697407661028049e-7,3.1981981972425884e-4
Chadl,399.346448536605,0.9075536765214315,0.22331529643881606,7.793517247213182e-7,3.6210366215362654e-4
F630042J09Rik,82.6493534398991,-1.2248006153034914,0.3343234921636606,1.0962602663760905e-6,4.880078834849674e-4
Hexim2,418.77783894036594,0.8042750026414754,0.20001308010998295,1.1071088043693637e-6,4.880078834849674e-4
Gm5086,118.39501517033567,1.7552388531188137,0.4872302453494406,1.2118035420048748e-6,5.20802867265145e-4
Celf6,1653.3622327276407,0.7907216388144205,0.19916051054772044,1.3045128708328336e-6,5.228874688218494e-4
Gm14486,14.658507064671412,2.6313240687246497,0.8381965643022334,1.298404098256684e-6,5.228874688218494e-4
Mia,307.45963771224297,1.7450986347859705,0.4889274271443981,1.3079030399243513e-6,5.228874688218494e-4
Hoga1,56.18833276362455,-1.307285084465289,0.36831229117019715,1.3672326714651188e-6,5.34184019435383e-4
Gpr25,354.2484099994504,0.6965323512291945,0.17668344618902485,1.4314614956244591e-6,5.468501015840017e-4
2010204K13Rik,708.8784653772915,0.7457606232330112,0.19224003652606725,1.7376784172192105e-6,6.494006450090315e-4
Fgfr3,6944.416090438201,0.5637904593687947,0.15222019043881146,2.2429762803280727e-6,8.204043667046786e-4
Rassf10,63.84440719520969,1.6865250984475129,0.5176697518202689,2.60083961019192e-6,9.31479869558527e-4
Marcksl1,3812.9101364182884,0.6438992458909377,0.17433112172579154,2.714549630553361e-6,9.523637285478128e-4
Arsi,164.38456639837332,0.9002649069058414,0.25028761437162733,2.8358623337105233e-6,9.750261875763521e-4
Pnmal2,21367.355198555873,0.3546667396452975,0.10287914293889393,3.1966414342558253e-6,0.0010775188803194488
Sycp3,65.92839085489437,1.512087569011702,0.48544397411959994,3.580955692855184e-6,0.0011838501791514129
Cox6a2,41.128542664643476,1.4588419782436415,0.4739552183083877,3.93381812322074e-6,0.001252338284375699
Naa11,12.33651626580801,1.985560827403848,2.042086776395742,3.873325373689594e-6,0.001252338284375699
Alox5,82.9607689395437,0.9108787610267989,0.26619956877722106,4.154850977051664e-6,0.0012986553299362757
Tcfl5,70.20686647950721,2.1665887751469897,0.7741609736407301,4.290920512519999e-6,0.0013172359737630588
BC024139,158.94074391210597,2.0391684111003245,0.7309319866014223,5.005999803805779e-6,0.0015097919759162308
Entpd2,688.4705417136934,0.5359819678415348,0.15917200520329078,5.351639375141612e-6,0.0015862074568630939
