Gene_Name,baseMean,log2FoldChange,lfcSE,pvalue,padj
Marcksl1,3812.9101364182884,0.2950635220761912,0.2929835465728162,1.5807971194277366e-4,0.0891253356556985
Pcdha11,236.85883455333132,0.29359317057567386,0.2975566901479133,1.6579643334758162e-4,0.0891253356556985
Wnt2b,91.50303756478337,0.27232550026492774,0.6832542237052222,1.504941732977045e-4,0.0891253356556985
Nol4,6365.136642919865,0.12570651214470918,0.14860142910252785,1.7763524981680495e-4,0.09276112745433555
A330033J07Rik,43.73894493965036,0.35132031374696165,0.46779763221341825,2.0049763600869992e-4,0.0990404133332705
Hrk,4039.359269310194,0.27234663819361266,0.29821888803554925,1.996348931528857e-4,0.0990404133332705
Fmo1,320.7631004461318,0.3089528605010321,0.3609161638148414,2.133724960486184e-4,0.1021865220219235
Zmynd8,10813.414969236814,0.19480245613282485,0.2250057355775733,2.1804860528834146e-4,0.1021865220219235
Il17rb,64.78310862948156,-0.3211599227181104,0.4346355397837122,2.3453583611749508e-4,0.10716528691798645
Dok7,773.6267849747654,0.1492710177560057,0.19961724969985783,2.967281295272947e-4,0.13227561032610646
Cacng3,2057.46953424954,0.14588757128085433,0.20436544050879077,3.3757028729340227e-4,0.1371060475747003
Cckbr,694.3598577332617,0.26065083633986685,0.40364582293207235,0.00033682010508007403,0.1371060475747003
Sorbs2,12136.720530888457,0.11025382213822983,0.1599914624233887,3.1865105311302286e-4,0.1371060475747003
Tfap2d,19.548726430400933,0.016623847752525466,0.19804373665997765,3.275975311539881e-4,0.1371060475747003
Calb1,5789.751654459731,0.18507953637348729,0.27012815369243376,3.983096915219681e-4,0.15030464177284383
Capn11,28.947354786173733,-0.10979724171436159,0.46791173130223823,3.9079135514517074e-4,0.15030464177284383
Rcbtb1,4250.620007635384,-0.06819342732996035,0.1179835560565637,4.0296150609341513e-4,0.15030464177284383
Syt5,6683.317322512142,0.12858783482609323,0.19164909056733845,3.8276684351539587e-4,0.15030464177284383
Usp13,1228.3652065455296,0.12997846903392696,0.19824177840184434,4.1307133707989605e-4,0.1509940965561852
Cnnm1,8520.082735425362,0.07597322284498144,0.13396513659485193,4.7156972660734495e-4,0.15960888691115638
Nrip2,827.3596771870158,0.12208779029767879,0.19606688079579346,4.6913658373209455e-4,0.15960888691115638
Pgam2,443.10763175063113,0.21499327719556974,0.37784960401771117,4.602616221026652e-4,0.15960888691115638
Sult2b1,298.25280144763093,0.1628009636865987,0.2500118043634561,4.4943451866965873e-4,0.15960888691115638
Amn,231.78959455390438,0.19197984322822906,0.3856518467793235,5.409915808018724e-4,0.1797764204057422
Pla2g4a,160.40911133911996,-0.18769752176969007,0.34562587261654015,5.609501044162137e-4,0.18308009032884173
Zbtb7b,912.7346768294437,-0.1356619579799057,0.23363450421662454,5.892455971045929e-4,0.188941083829485
1700086L19Rik,1507.2514864323823,0.13474706332541214,0.23916884807849353,6.34690423563545e-4,0.19661418426221883
Gm5086,118.39501517033567,0.15623225206638602,0.40044350466500844,6.345238185534192e-4,0.19661418426221883
Fpr2,70.34696856282325,0.15587629556600716,0.3822419938859823,6.805527042482788e-4,0.20730769625909654
F9,31.947489958903592,0.11804784837728405,0.40173675518828567,7.118971773950379e-4,0.21287170210628445
Plxnb3,1657.4712767979465,-0.13460897370960437,0.2529972126427691,7.221122465716275e-4,0.21287170210628445
Bricd5,41.890865607507536,0.14071727079865465,0.3764853240162309,7.521885372781373e-4,0.21480859212238307
Pi15,265.20693679955474,-0.15430284166542918,0.3157873546768548,7.462610396959834e-4,0.21480859212238307
Gm17266,20.775416451728628,0.086487476103172,0.37167027398275265,8.712881655340651e-4,0.2359940466926688
Mbd4,379.0188106805199,0.09335888975695947,0.18972004736211565,8.505843696880632e-4,0.2359940466926688
Nat8f4,720.3454225158774,0.06785220211884604,0.14642406438006958,8.810691151229635e-4,0.2359940466926688
Pdlim2,256.1364621889017,-0.13737730440582066,0.3028330225138219,8.85545456868612e-4,0.2359940466926688
Prrg3,2433.424002748693,0.0873757759022827,0.18181179564596986,8.909333710014853e-4,0.2359940466926688
